Pollinator_species,SEX,Interaction,Site_id,Plant_species,Year,Month,Day,Locality,Latitude,Longitude,Habitat,Sampling_method,Sampling_effort_minutes,Country,Sampling_area_square_meters
Lasioglossum morio,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hoplitis leucomelana,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Osmia spinulosa,M,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Megachile ericetorum,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Osmia niveata,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hoplitis adunca,M,2,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Osmia spinulosa,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena minutula,M,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,6,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,6,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum morio,M,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus gredleri,F,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus hyalinatus,F,2,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,M,3,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus hortorum,M,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,La Haine,Centaurea jacea,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,La Haine,Trifolium repens,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Nomada flavoguttata,M,1,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena minutula,F,2,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Colletes daviesanus,M,1,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus hyalinatus,M,1,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus hyalinatus,F,6,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,La Haine,Calystegia sepium,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,M,2,La Haine,Convolvulus arvensis,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum laticeps,M,2,La Haine,Convolvulus arvensis,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,La Haine,Convolvulus arvensis,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,La Haine,Vicia cracca,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Nomada flavoguttata,F,2,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum morio,F,2,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hoplitis leucomelana,F,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum laticeps,F,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena minutula,F,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Sphecodes monilicornis,M,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus brevicornis,M,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Hylaeus hyalinatus,F,1,La Haine,Potentilla reptans,2020,6,19,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,F,1,La Haine,Centaurea jacea,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,M,1,La Haine,Centaurea jacea,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,2,La Haine,Centaurea jacea,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,1,La Haine,Melilotus alba,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena dorsata,M,1,La Haine,Melilotus alba,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,2,La Haine,Tanacetum vulgare,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Megachile centuncularis,F,1,La Haine,Tanacetum vulgare,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Colletes daviesanus,F,1,La Haine,Tanacetum vulgare,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Colletes daviesanus,M,5,La Haine,Tanacetum vulgare,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,La Haine,Tanacetum vulgare,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,1,La Haine,Picris hieracioides,2020,5,28,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,2,La Haine,Achillea millefolium,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Sphecodes gibbus,F,1,La Haine,Achillea millefolium,2020,7,25,Mons,50.4597,3.9454,Rudéral,Transect,20,Belgium,
Coelioxys mandibularis,M,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Osmia bicornis,F,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Andrena humilis,F,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Andrena fulvago,F,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,7,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pratorum,W,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus hypnorum,M,1,Ancien moulin,Geranium pyrenaicum,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Andrena rosae,F,1,Ancien moulin,Filipendula ulmaria,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus hypnorum,W,1,Ancien moulin,Filipendula ulmaria,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Seladonia tumulorum,M,1,Ancien moulin,Verbena officinalis,2020,8,28,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Andrena angustior,F,2,Ancien moulin,Ranunculus acris,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Lasioglossum lativentre,F,1,Ancien moulin,Ranunculus acris,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancien moulin,Ranunculus acris,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Ancien moulin,Ranunculus acris,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Ancien moulin,Ranunculus acris,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Chelostoma florisomne,F,2,Ancien moulin,Ranunculus acris,2020,5,24,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hoplitis leucomelana,F,1,Ancien moulin,Trifolium repens,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Melitta leporina,M,1,Ancien moulin,Trifolium repens,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Nomada fucata,M,2,Ancien moulin,Achillea millefolium,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,3,Ancien moulin,Achillea millefolium,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hylaeus signatus,M,1,Ancien moulin,Achillea millefolium,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Coelioxys inermis,M,1,Ancien moulin,Rubus sp.,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Ancien moulin,Arctium tomentosum,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Colletes daviesanus,M,1,Ancien moulin,Tanacetum vulgare,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Megachile versicolor,M,1,Ancien moulin,Arctium tomentosum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Megachile centuncularis,M,1,Ancien moulin,Arctium tomentosum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancien moulin,Arctium tomentosum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Osmia caerulescens,F,1,Ancien moulin,Ballota nigra,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Anthidium manicatum,M,1,Ancien moulin,Ballota nigra,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Anthidium manicatum,F,1,Ancien moulin,Ballota nigra,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Megachile centuncularis,F,1,Ancien moulin,Cirsium vulgare,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,1,Ancien moulin,Cirsium vulgare,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Lasioglossum calceatum,F,1,Ancien moulin,Cirsium arvense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Sphecodes monilicornis,M,1,Ancien moulin,Cirsium arvense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Seladonia tumulorum,F,1,Ancien moulin,Cirsium arvense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Lasioglossum parvulum,M,1,Ancien moulin,Cirsium arvense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hylaeus communis,M,1,Ancien moulin,Cirsium arvense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hylaeus dilatatus,M,1,Ancien moulin,Cirsium arvense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Ancien moulin,Tanacetum vulgare,2020,8,28,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Colletes daviesanus,F,1,Ancien moulin,Tanacetum vulgare,2020,8,28,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancien moulin,Trifolium repens,2020,8,28,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,3,Ancien moulin,Trifolium pratense,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,2,Ancien moulin,Carduus crispus,2020,8,28,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Ancien moulin,Geranium pyrenaicum,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hylaeus communis,F,1,Ancien moulin,Geranium pyrenaicum,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancien moulin,Symphytum officinale,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Ancien moulin,Ranunculus repens,2020,7,22,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Bombus hortorum,M,1,Ancien moulin,Symphytum officinale,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hoplitis leucomelana,F,1,Ancien moulin,Geranium pyrenaicum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Andrena minutula,M,1,Ancien moulin,Geranium pyrenaicum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Lasioglossum punctatissimum,M,1,Ancien moulin,Geranium pyrenaicum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Macropis fulvipes,M,1,Ancien moulin,Geranium pyrenaicum,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Hylaeus communis,M,1,Ancien moulin,Cirsium arvense,2020,6,20,Spiennes,50.4214,3.9859,Prairie,Transect,20,Belgium,
Andrena bicolor,M,1,Silex,Geranium dissectum,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pratorum,M,3,Silex,Rosa canina,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,2,Silex,Picris hieracioides,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Dasypoda hirtipes,F,2,Silex,Picris hieracioides,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Dasypoda hirtipes,M,2,Silex,Picris hieracioides,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Silex,Picris hieracioides,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Panurgus calcaratus,M,2,Silex,Picris hieracioides,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Andrena haemorrhoa,F,1,Silex,Cornus alba,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Silex,Cornus alba,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,2,Silex,Cornus alba,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Silex,Origanum vulgare,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Silex,Lotus corniculatus,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Silex,Lotus corniculatus,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Megachile versicolor,F,1,Silex,Lotus corniculatus,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Silex,Hypochoeris radicata,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Silex,Hypochoeris radicata,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Silex,Heracleum sphondylium,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Silex,Heracleum sphondylium,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Silex,Myosotis sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Silex,Lotus corniculatus,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,4,Silex,Clinopodium vulgare,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Silex,Clinopodium vulgare,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,3,Silex,Origanum vulgare,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,1,Silex,Origanum vulgare,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,2,Silex,Origanum vulgare,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Silex,Origanum vulgare,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Colletes hederae,M,3,Silex,Clematis vitalba,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum laticeps,F,1,Silex,Hypericum perforatum,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Silex,Hypericum perforatum,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,3,Silex,Lotus corniculatus,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,4,Silex,Lotus corniculatus,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Silex,Lotus corniculatus,2020,5,24,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Silex,Hypericum perforatum,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum morio,F,1,Silex,Hypericum perforatum,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Andrena minutula,F,1,Silex,Hypericum perforatum,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum semilucens,F,1,Silex,Hypericum perforatum,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,4,Silex,Hypericum perforatum,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,5,Silex,Clinopodium vulgare,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,3,Silex,Clinopodium vulgare,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Silex,Hypochoeris radicata,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Silex,Hypochoeris radicata,2020,7,25,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Halictus sexcinctus,M,1,Silex,Picris hieracioides,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum leucozonium,M,1,Silex,Picris hieracioides,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Silex,Picris hieracioides,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Silex,Picris hieracioides,2020,8,29,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum morio,F,1,Silex,Rubus sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Andrena minutula,F,1,Silex,Rubus sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Lasioglossum zonulum,F,1,Silex,Rubus sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,3,Silex,Rubus sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Bombus vestalis,M,1,Silex,Rubus sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Silex,Rubus sp.,2020,6,21,Spiennes,50.4189,3.9815,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Château d'Havré,Cirsium vulgare,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Osmia niveata,M,1,Château d'Havré,Cirsium arvense,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Osmia niveata,F,2,Château d'Havré,Cirsium arvense,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Hoplitis adunca,M,1,Château d'Havré,Cirsium arvense,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Nomada fucata,M,2,Château d'Havré,Senecio inaequidens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Lasioglossum morio,F,1,Château d'Havré,Senecio inaequidens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Heriades truncorum,M,1,Château d'Havré,Senecio inaequidens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Heriades truncorum,F,2,Château d'Havré,Senecio inaequidens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Halictus scabiosae,F,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Lasioglossum nitidulum,F,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Osmia spinulosa,M,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus lapidarius,W,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Hylaeus communis,F,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Hylaeus gredleri,M,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Terrestribombus sp.,F,1,Château d'Havré,Cirsium arvense,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Château d'Havré,Arctium tomentosum,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Halictus scabiosae,M,1,Château d'Havré,Arctium tomentosum,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Dasypoda hirtipes,M,4,Château d'Havré,Picris hieracioides,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,W,7,Château d'Havré,Rubus sp.,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pratorum,W,1,Château d'Havré,Rubus sp.,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Megachile ericetorum,M,1,Château d'Havré,Rubus sp.,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Hylaeus signatus,M,2,Château d'Havré,Rubus sp.,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,7,Château d'Havré,Rubus sp.,2020,5,30,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,W,1,Château d'Havré,Stachys palustris,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,W,2,Château d'Havré,Carduus tenuiflorus,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Château d'Havré,Carduus tenuiflorus,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Château d'Havré,Carduus tenuiflorus,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Andrena flavipes,F,4,Château d'Havré,Trifolium repens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,W,4,Château d'Havré,Trifolium repens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus lapidarius,W,1,Château d'Havré,Trifolium repens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Hylaeus pictipes,M,1,Château d'Havré,Trifolium repens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,2,Château d'Havré,Trifolium repens,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Château d'Havré,Crepis capillaris,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Château d'Havré,Lavandula sp.,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Terrestribombus sp.,M,1,Château d'Havré,Lavandula sp.,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Terrestribombus sp.,W,1,Château d'Havré,Lavandula sp.,2020,6,25,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Megachile ericetorum,F,1,Château d'Havré,Lathyrus latifolius,2020,7,28,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Bombus pascuorum,M,1,Château d'Havré,Trifolium pratense,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Colletes hederae,M,2,Château d'Havré,Solidago canadensis,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Colletes hederae,M,1,Château d'Havré,Cirsium arvense,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Colletes hederae,M,2,Château d'Havré,Tanacetum vulgare,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Colletes similis,F,5,Château d'Havré,Tanacetum vulgare,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Colletes daviesanus,F,#,Château d'Havré,Tanacetum vulgare,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
Hylaeus dilatatus,F,1,Château d'Havré,Tanacetum vulgare,2020,9,2,Havré,50.4645,4.0392,Parc,Transect,20,Belgium,
