Order,Family,Subfamily,Tribe,Genus,Subgenus,Species,GenusAndSpecies,TaxonomicAuthority,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,Finland - Åland Islands,Finland - Mainland,France,France - Corsica,France - Mainland,Germany,Gibraltar,Greece,Greece - East Aegean Islands,Greece - Kriti,Greece - Mainland,Hungary,Iceland,Ireland,Isle of Man,Italy,Italy - Mainland,Italy - Sardegna,Italy - Sicily,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Portugal - Azores,Portugal - Madeira,Portugal - Mainland,Romania,Russian Federation - European Russia,Serbia,Slovakia,Slovenia,Spain,Spain - Balearic Islands,Spain - Canary Islands,Spain - Mainland,Sweden,Switzerland,Turkey - European part,Ukraine,Ukraine - Krym,Ukraine - Main part,United Kingdom,United Kingdom - Great Britain,United Kingdom - Northern Ireland
Diptera,Syrphidae,Eristalinae,Milesiini,Chalcosyrphus ,,obscurus,Chalcosyrphus obscurus,"(Szilady, 1939)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Milesiini,Chalcosyrphus ,,pannonicus,Chalcosyrphus pannonicus,"(Oldenberg, 1916)",A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Milesiini,Chalcosyrphus ,,piger,Chalcosyrphus piger,"(Fabricius, 1794)",A,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,P,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,A,A,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Milesiini,Chalcosyrphus ,,rufipes,Chalcosyrphus rufipes,"(Loew, 1873)",A,A,A,P,A,A,A,A,A,P,A,A,A,P,A,P,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,P,P,P,P,A,A,A,A,A,P,A,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Milesiini,Chalcosyrphus ,,valgus,Chalcosyrphus valgus,"(Gmelin, 1790)",A,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,A,P,P,A,A,P,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,aerea,Cheilosia aerea,"Dufour, 1848",A,P,P,A,P,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,P,P,P,A,P,P,A,A,A,P,P,A,A,A,P,P,A,A,P,P,P,P,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,ahenea,Cheilosia ahenea,"(von Roser, 1840)",A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,P,A,P,P,A,A,A,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,P,P,A,A,P,A,P,A,A,A,A,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,alba,Cheilosia alba,"Vujić & Claussen, 2000",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,A,A,A,A,PE,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,albipila,Cheilosia albipila,"Meigen, 1838",P,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,A,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,albitarsis,Cheilosia albitarsis,"(Meigen, 1822)",P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,A,P,P,P,P,P,A,A,P,P,P,P,P,A,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,alpestris,Cheilosia alpestris,"Becker, 1894",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,alpina,Cheilosia alpina,"(Zetterstedt, 1838)",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,andalusiaca,Cheilosia andalusiaca,"Torp Pedersen, 1971",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,angustigenis,Cheilosia angustigenis,"Becker, 1894",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,antiqua,Cheilosia antiqua,"(Meigen, 1822)",A,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,A,P,P,P,A,P,A,A,A,A,P,A,P,P,P,P,A,A,P,A,P,P,A,A,A,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,aristata,Cheilosia aristata,"Barkalov & Ståhls, 1997",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,balkana,Cheilosia balkana,"Vujić, 1994",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,barbafacies,Cheilosia barbafacies,"Vujić & Radenković in Vujić et al., 2013",A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,barbata,Cheilosia barbata,"Loew, 1857",A,P,P,A,P,P,P,P,A,P,P,A,A,RE,A,RE,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,A,P,A,A,P,P,P,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,P,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,beckeri,Cheilosia beckeri,"Strobl, 1910",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,bergenstammi,Cheilosia bergenstammi,"Becker, 1894",A,A,P,P,P,P,A,A,A,P,P,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,P,P,P,P,A,A,P,P,A,P,A,A,P,P,A,P,P,A,A,A,A,P,P,P,P,A,P,A,A,P,P,P,A,P,A,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,brachysoma,Cheilosia brachysoma,"Egger, 1860",A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,P,A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,bracusi,Cheilosia bracusi,"Vujić & Claussen, 1994",A,P,P,A,A,P,P,P,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,P,A,A,P,P,A,P,A,P,P,A,A,P,A,P,P,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,brunnipennis,Cheilosia brunnipennis,"Becker, 1894",A,A,A,A,A,P,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,P,P,A,P,P,A,A,A,P,P,A,P,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,P,P,A,A,P,A,A,P,A,A,P,P,P,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,caerulescens,Cheilosia caerulescens,"(Meigen, 1822)",A,P,P,A,P,A,P,A,A,P,P,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,P,P,A,A,P,A,A,A,A,P,A,A,P,A,P,A,A,P,A,P,A,A,A,A,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,candida,Cheilosia candida,"Vujić & Radenković in Radenković et al., 2020",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,canicularis,Cheilosia canicularis,"(Panzer, 1801)",A,A,P,P,P,P,P,P,A,P,P,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,P,P,A,P,A,A,P,P,P,A,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,carbonaria,Cheilosia carbonaria,"Egger, 1860",A,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,P,P,A,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,chlora,Cheilosia chlora,"(Meigen, 1822)",A,P,P,A,P,P,P,P,A,P,P,P,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,P,P,P,A,A,A,P,A,P,P,A,A,A,A,P,P,A,P,P,P,A,A,P,P,P,P,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,chrysocomus,Cheilosia chrysocomus,"(Meigen, 1822)",A,P,P,P,P,P,P,P,A,P,A,P,A,P,A,P,P,A,P,P,P,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,clama,Cheilosia clama,"Claussen & Vujić, 1995",A,A,A,A,P,P,A,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,clausseni,Cheilosia clausseni,"Barkalov & Ståhls, 1997",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,crassiseta,Cheilosia crassiseta,"Loew, 1859",A,A,P,A,A,A,P,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,P,A,A,A,A,P,A,A,A,P,A,A,A,A,A,A,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,cumanica,Cheilosia cumanica,"Szilady, 1938",A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,cynocephala,Cheilosia cynocephala,"Loew, 1840",A,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,A,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,derasa,Cheilosia derasa,"Loew, 1857",A,A,P,A,A,P,P,P,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,P,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,A,P,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,fasciata,Cheilosia fasciata,"Schiner & Egger, 1853",A,A,P,A,P,P,P,P,A,P,P,P,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,P,A,A,P,P,P,P,P,A,A,A,A,P,A,P,P,P,A,A,A,A,A,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,faucis,Cheilosia faucis,"Becker, 1894",A,A,P,A,A,P,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,A,A,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,flavipes,Cheilosia flavipes,"(Panzer, 1798)",A,A,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,P,P,P,A,A,P,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,flavissima,Cheilosia flavissima,"Becker, 1894",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,fraterna,Cheilosia fraterna,"(Meigen, 1830)",A,P,P,P,P,P,A,A,A,P,P,A,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,P,A,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,frontalis,Cheilosia frontalis,"Loew, 1857",A,P,P,A,P,P,P,A,A,P,P,P,A,P,A,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,P,P,A,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,gagatea,Cheilosia gagatea,"Loew, 1857",A,A,P,A,A,P,P,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,P,P,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,gigantea,Cheilosia gigantea,"(Zetterstedt, 1838)",A,A,P,P,A,P,P,A,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,P,A,A,A,P,A,P,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,gorodkovi,Cheilosia gorodkovi,"Stackelberg, 1963",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,griseifacies,Cheilosia griseifacies,"Vujić, 1994",A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,griseiventris,Cheilosia griseiventris,"Loew, 1857",A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,grisella,Cheilosia grisella,"Becker, 1894",A,P,P,A,A,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,P,A,A,A,A,P,A,P,A,P,A,A,A,A,P,A,P,P,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,grossa,Cheilosia grossa,"(Fallén, 1817)",A,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,A,P,P,P,P,A,A,P,A,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,A,P,A,A,P,P,P,A,P,P,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,herculana,Cheilosia herculana,"Brădescu, 1982",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,hercyniae,Cheilosia hercyniae,"Loew, 1857",A,A,P,A,A,A,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,P,A,A,A,A,P,A,A,P,A,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,himantopus,Cheilosia himantopus,"(Panzer, 1798)",A,A,P,A,P,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,A,P,A,A,A,A,P,P,P,A,P,A,A,A,A,A,A,P,P,P,A,A,A,A,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,hypena,Cheilosia hypena,"Becker, 1894",A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,P,A,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,iberica,Cheilosia iberica,"Marcos-Garcia & Claussen, 1989",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,illustrata,Cheilosia illustrata,"(Harris, 1780)",P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,P,P,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,impressa,Cheilosia impressa,"Loew, 1840",A,P,P,A,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,impudens,Cheilosia impudens,"Becker, 1894",A,A,P,A,A,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,P,A,A,P,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,ingerae,Cheilosia ingerae,"Nielsen & Claussen, 2001",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,insignis,Cheilosia insignis,"Loew, 1857",A,A,P,A,A,P,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,P,A,A,A,A,P,A,P,P,A,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,katara,Cheilosia katara,"Claussen & Vujić, 1993",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,kerteszi,Cheilosia kerteszi,"Szilády, 1938",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,laeviseta,Cheilosia laeviseta,"Claussen, 1987",A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,laeviventris,Cheilosia laeviventris,"Loew, 1857",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,lasiopa,Cheilosia lasiopa,"Kowarz, 1885",A,A,P,A,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A,P,P,A,P,A,A,P,P,A,A,P,A,A,A,A,P,P,A,P,P,A,A,A,A,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,laticornis,Cheilosia laticornis,"Rondani, 1857",A,P,P,A,P,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,P,P,A,A,P,P,A,A,A,P,P,P,P,P,P,A,A,A,A,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,latifrons,Cheilosia latifrons,"(Zetterstedt, 1843)",P,P,P,A,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,A,P,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,latigenis,Cheilosia latigenis,"Claussen & Kassebeer, 1993",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,lenis,Cheilosia lenis,"Becker, 1894",A,A,P,A,P,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,P,A,P,A,A,P,P,A,A,P,A,A,A,A,P,P,P,P,P,A,A,A,A,A,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Cheilosia,,lenta,Cheilosia lenta,"Becker, 1894",A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,P,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A
