"Plant_gen_sp","Site_ID","Name","Day","Month","Year","Round","Notes","Plot","Plant_genus","Plant_species","Flower_abundance"
"Andryala integrifolia","Villamanrique_este","Curro",5,5,2020,8,NA,6,"Andryala","integrifolia",30
"Andryala integrifolia","Niebla","Curro",16,5,2019,8,NA,1,"Andryala","integrifolia",1
"Andryala integrifolia","Pino_del_cuervo","Curro",20,5,2020,9,NA,10,"Andryala","integrifolia",11
"Andryala integrifolia","El_pozo","Curro",7,5,2020,8,NA,6,"Andryala","integrifolia",5
"Andryala integrifolia","Aznalcazar","Curro",28,5,2020,10,NA,9,"Andryala","integrifolia",2
"Andryala integrifolia","Esparragal","Curro",29,5,2020,10,NA,2,"Andryala","integrifolia",1
"Andryala integrifolia","Villamanrique_este","Curro",5,5,2020,8,NA,4,"Andryala","integrifolia",20
"Andryala integrifolia","La_rocina","Curro",29,5,2020,10,NA,2,"Andryala","integrifolia",2
"Andryala integrifolia","Villamanrique_este","Curro",2,5,2019,7,NA,4,"Andryala","integrifolia",12
"Andryala integrifolia","Esparragal","Curro",18,5,2020,9,NA,3,"Andryala","integrifolia",13
"Andryala integrifolia","La_cunya","Curro",6,5,2020,8,NA,2,"Andryala","integrifolia",8
"Andryala integrifolia","La_rocina","Curro",3,5,2019,7,NA,1,"Andryala","integrifolia",4
"Andryala integrifolia","Aznalcazar","Curro",19,5,2020,9,NA,1,"Andryala","integrifolia",2
"Andryala integrifolia","La_rocina","Curro",3,5,2019,7,NA,4,"Andryala","integrifolia",4
"Andryala integrifolia","Bonares","Curro",18,5,2020,9,NA,2,"Andryala","integrifolia",30
"Andryala integrifolia","La_rocina","Curro",14,5,2019,8,NA,2,"Andryala","integrifolia",9
"Andryala integrifolia","Convento_de_la_luz","Curro",18,5,2020,9,NA,2,"Andryala","integrifolia",5
"Andryala integrifolia","Urbanizaciones","Curro",18,5,2020,9,NA,3,"Andryala","integrifolia",7
"Andryala integrifolia","Esparragal","Curro",18,5,2020,9,NA,1,"Andryala","integrifolia",3
"Andryala integrifolia","La_cunya","Curro",19,5,2020,9,NA,8,"Andryala","integrifolia",2
"Andryala integrifolia","Aznalcazar","Curro",19,5,2020,9,NA,2,"Andryala","integrifolia",6
"Andryala integrifolia","Aznalcazar","Curro",19,5,2020,9,NA,7,"Andryala","integrifolia",8
"Andryala integrifolia","Laguna_del_ojillo","Curro",20,5,2020,9,NA,3,"Andryala","integrifolia",5
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,4,"Andryala","integrifolia",3
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,6,"Andryala","integrifolia",11
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,7,"Andryala","integrifolia",13
"Andryala integrifolia","Laguna_del_ojillo","Curro",20,5,2020,9,NA,10,"Andryala","integrifolia",1
"Andryala integrifolia","El_pozo","Curro",7,5,2020,8,NA,10,"Andryala","integrifolia",6
"Andryala integrifolia","Villamanrique_sur","Curro",19,5,2020,9,NA,9,"Andryala","integrifolia",3
"Andryala integrifolia","El_pozo","Curro",7,5,2020,8,NA,1,"Andryala","integrifolia",NA
"Andryala integrifolia","Aznalcazar","Curro",19,5,2020,9,NA,3,"Andryala","integrifolia",12
"Andryala integrifolia","El_pozo","Curro",20,5,2020,9,NA,6,"Andryala","integrifolia",2
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,2,"Andryala","integrifolia",8
"Andryala integrifolia","Urbanizaciones","Curro",18,5,2020,9,NA,2,"Andryala","integrifolia",4
"Andryala integrifolia","Pino_del_cuervo","Curro",7,5,2020,8,NA,9,"Andryala","integrifolia",12
"Andryala integrifolia","Laguna_del_ojillo","Curro",6,5,2020,8,NA,10,"Andryala","integrifolia",3
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,3,"Andryala","integrifolia",1
"Andryala integrifolia","Villamanrique_sur","Curro",5,5,2020,8,NA,8,"Andryala","integrifolia",5
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,"Ha llovido entre esta ronda y la anterior y se nota en las anuales, hay explosión",1,"Andryala","integrifolia",9
"Andryala integrifolia","Villamanrique_este","Curro",19,5,2020,9,NA,4,"Andryala","integrifolia",7
"Andryala integrifolia","Pino_del_cuervo","Curro",20,5,2020,9,NA,1,"Andryala","integrifolia",6
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,8,"Andryala","integrifolia",5
"Andryala integrifolia","Pino_del_cuervo","Curro",7,5,2020,8,NA,10,"Andryala","integrifolia",11
"Andryala integrifolia","La_rocina","Curro",20,5,2020,9,NA,5,"Andryala","integrifolia",4
"Andryala integrifolia","La_cunya","Curro",19,5,2020,9,NA,1,"Andryala","integrifolia",3
"Andryala integrifolia","Aznalcazar","Curro",5,5,2020,8,NA,7,"Andryala","integrifolia",2
"Andryala integrifolia","El_pozo","Curro",20,5,2020,9,NA,1,"Andryala","integrifolia",3
"Andryala integrifolia","Pino_del_cuervo","Curro",7,5,2020,8,NA,3,"Andryala","integrifolia",12
"Andryala integrifolia","Convento_de_la_luz","Curro",28,5,2020,10,NA,8,"Andryala","integrifolia",1
"Andryala integrifolia","Pino_del_cuervo","Curro",20,5,2020,9,NA,3,"Andryala","integrifolia",7
"Andryala sp","El_hongo","Curro",16,5,2016,8,NA,6,"Andryala","sp",2
"Andryala sp","Aznalcazar","Curro",28,4,2015,6,NA,8,"Andryala","sp",2
"Andryala sp","Aznalcazar","Curro",28,4,2015,6,NA,2,"Andryala","sp",5
"Anemone palmata","Villamanrique_sur","Curro",20,3,2017,3,NA,4,"Anemone","palmata",2
"Anemone palmata","Las_mulas","Curro",21,3,2017,3,NA,4,"Anemone","palmata",1
"Anemone palmata","Pino_del_cuervo","Pablo",23,3,2017,3,NA,8,"Anemone","palmata",1
"Anemone palmata","Villamanrique_este","Pablo",3,4,2017,4,NA,6,"Anemone","palmata",9
"Anemone palmata","Villamanrique_este","Pablo",3,4,2017,4,NA,7,"Anemone","palmata",1
"Anemone palmata","Cotito_de_santa_teresa","Pablo",4,4,2017,4,NA,2,"Anemone","palmata",2
"Anemone palmata","Las_mulas","Pablo",4,4,2017,4,NA,3,"Anemone","palmata",1
"Anemone palmata","Pino_del_cuervo","Pablo",7,4,2017,4,NA,4,"Anemone","palmata",2
"Anemone palmata","Pino_del_cuervo","Pablo",7,4,2017,4,NA,8,"Anemone","palmata",1
"Anemone palmata","El_hongo","Pablo",17,4,2017,5,NA,3,"Anemone","palmata",1
"Anemone palmata","El_hongo","Pablo",17,4,2017,5,NA,5,"Anemone","palmata",2
"Anemone palmata","Las_mulas","Curro",9,3,2017,2,NA,1,"Anemone","palmata",2
"Anemone palmata","Las_mulas","Curro",9,3,2017,2,NA,3,"Anemone","palmata",3
"Anemone palmata","Las_mulas","Curro",9,3,2017,2,NA,4,"Anemone","palmata",1
"Anemone palmata","El_hongo","Curro",20,3,2017,3,NA,5,"Anemone","palmata",3
"Anemone palmata","Villamanrique_este","Curro",20,3,2017,3,NA,1,"Anemone","palmata",31
"Anemone palmata","Villamanrique_este","Curro",20,3,2017,3,NA,3,"Anemone","palmata",3
"Anemone palmata","Villamanrique_este","Curro",20,3,2017,3,NA,6,"Anemone","palmata",15
"Anemone palmata","Villamanrique_este","Curro",20,3,2017,3,NA,8,"Anemone","palmata",9
"Anemone palmata","Villamanrique_sur","Curro",20,3,2017,3,NA,5,"Anemone","palmata",9
"Anemone palmata","Aznalcazar","Curro",21,3,2017,3,NA,4,"Anemone","palmata",3
"Anemone palmata","Las_mulas","Curro",21,3,2017,3,NA,1,"Anemone","palmata",2
"Anemone palmata","Las_mulas","Curro",21,3,2017,3,NA,3,"Anemone","palmata",3
"Anemone palmata","Cotito_de_santa_teresa","Curro",21,3,2017,3,NA,2,"Anemone","palmata",6
"Anemone palmata","Cotito_de_santa_teresa","Curro",21,3,2017,3,NA,7,"Anemone","palmata",1
"Anemone palmata","Cotito_de_santa_teresa","Curro",21,3,2017,3,NA,10,"Anemone","palmata",1
"Anemone palmata","Pino_del_cuervo","Pablo",23,3,2017,3,NA,7,"Anemone","palmata",1
"Anemone palmata","Aznalcazar","Pablo",3,4,2017,4,NA,4,"Anemone","palmata",6
"Anemone palmata","Villamanrique_este","Pablo",3,4,2017,4,NA,5,"Anemone","palmata",4
"Anemone palmata","Cotito_de_santa_teresa","Pablo",4,4,2017,4,NA,3,"Anemone","palmata",1
"Anemone palmata","Cotito_de_santa_teresa","Pablo",4,4,2017,4,NA,7,"Anemone","palmata",6
"Anemone palmata","Cotito_de_santa_teresa","Pablo",4,4,2017,4,NA,10,"Anemone","palmata",1
"Anemone palmata","Las_mulas","Pablo",4,4,2017,4,NA,1,"Anemone","palmata",4
"Anemone palmata","Pino_del_cuervo","Pablo",7,4,2017,4,NA,6,"Anemone","palmata",2
"Anemone palmata","Villamanrique_este","Pablo",18,4,2017,5,NA,8,"Anemone","palmata",1
"Anemone palmata","Las_mulas","Pablo",18,4,2017,5,NA,2,"Anemone","palmata",1
"Anemone palmata","Pino_del_cuervo","Pablo",19,4,2017,5,NA,8,"Anemone","palmata",1
"Anemone palmata","Villamanrique_sur","Curro",21,2,2019,2,NA,8,"Anemone","palmata",2
"Anemone palmata","Villamanrique_sur","Curro",21,2,2019,2,NA,9,"Anemone","palmata",3
"Anemone palmata","Pino_del_cuervo","Curro",11,3,2020,4,NA,3,"Anemone","palmata",4
"Anemone palmata","Villamanrique_este","Curro",11,3,2019,3,NA,3,"Anemone","palmata",1
"Anemone palmata","Villamanrique_este","Curro",24,3,2020,5,NA,1,"Anemone","palmata",5
"Anemone palmata","Villamanrique_este","Curro",24,3,2020,5,NA,3,"Anemone","palmata",9
"Anemone palmata","Villamanrique_este","Curro",9,3,2020,4,NA,5,"Anemone","palmata",7
"Anemone palmata","Urbanizaciones","Curro",25,2,2019,2,NA,8,"Anemone","palmata",2
"Anemone palmata","Aznalcazar","Curro",11,3,2019,3,NA,1,"Anemone","palmata",2
"Anemone palmata","Villamanrique_este","Curro",11,3,2019,3,NA,1,"Anemone","palmata",2
"Anemone palmata","Esparragal","Curro",23,3,2020,5,NA,3,"Anemone","palmata",4
"Anemone palmata","Villamanrique_sur","Curro",24,3,2020,5,NA,8,"Anemone","palmata",2
"Anemone palmata","Pino_del_cuervo","Curro",26,3,2020,5,NA,3,"Anemone","palmata",2
"Anemone palmata","Pino_del_cuervo","Curro",26,3,2020,5,NA,8,"Anemone","palmata",5
"Anemone palmata","Pino_del_cuervo","Curro",14,3,2019,3,NA,5,"Anemone","palmata",1
"Anemone palmata","Villamanrique_sur","Curro",21,4,2020,7,NA,10,"Anemone","palmata",3
"Anemone palmata","Pino_del_cuervo","Curro",23,4,2020,7,NA,3,"Anemone","palmata",7
"Anemone palmata","Pino_del_cuervo","Curro",9,4,2020,6,NA,3,"Anemone","palmata",3
"Anemone palmata","Esparragal","Curro",8,4,2020,6,NA,3,"Anemone","palmata",2
"Anemone palmata","La_cunya","Curro",22,4,2020,7,NA,10,"Anemone","palmata",2
"Anemone palmata","Pino_del_cuervo","Curro",9,4,2020,6,NA,8,"Anemone","palmata",4
"Anemone palmata","Villamanrique_este","Curro",21,4,2020,7,NA,3,"Anemone","palmata",5
"Arctotheca calendula","La_cunya","Curro",7,4,2015,5,NA,2,"Arctotheca","calendula",1
"Arctotheca calendula","Niebla","Curro",29,4,2015,6,NA,1,"Arctotheca","calendula",3
"Arctotheca calendula","Niebla","Curro",29,4,2015,6,NA,2,"Arctotheca","calendula",6
"Arctotheca calendula","Niebla","Curro",29,4,2015,6,NA,3,"Arctotheca","calendula",3
"Arctotheca calendula","Niebla","Curro",29,4,2015,6,NA,4,"Arctotheca","calendula",7
"Arctotheca calendula","Niebla","Curro",29,4,2015,6,NA,5,"Arctotheca","calendula",6
"Arctotheca calendula","Niebla","Curro",29,4,2015,6,NA,6,"Arctotheca","calendula",7
"Arctotheca calendula","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,1,"Arctotheca","calendula",6
"Arctotheca calendula","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,2,"Arctotheca","calendula",6
"Arctotheca calendula","Pino_del_cuervo","Curro",6,5,2015,7,NA,10,"Arctotheca","calendula",15
"Arctotheca calendula","Aznalcazar","Curro",8,5,2015,7,NA,3,"Arctotheca","calendula",2
"Arctotheca calendula","Bonares","Curro",21,4,2016,6,NA,6,"Arctotheca","calendula",4
"Arctotheca calendula","La_cunya","Pablo",23,3,2017,3,NA,5,"Arctotheca","calendula",1
"Arctotheca calendula","Urbanizaciones","Curro",9,5,2018,5,NA,6,"Arctotheca","calendula",22
"Arctotheca calendula","Bonares","Curro",9,5,2018,5,NA,6,"Arctotheca","calendula",2
"Arctotheca calendula","Convento_de_la_luz","Curro",9,5,2018,5,NA,5,"Arctotheca","calendula",10
"Arctotheca calendula","Urbanizaciones","Curro",9,5,2018,5,NA,3,"Arctotheca","calendula",5
"Arctotheca calendula","Urbanizaciones","Curro",9,5,2018,5,NA,7,"Arctotheca","calendula",55
"Arctotheca calendula","Aznalcazar","Curro",10,5,2018,5,NA,3,"Arctotheca","calendula",5
"Arctotheca calendula","Pino_del_cuervo","Curro",10,5,2018,5,NA,9,"Arctotheca","calendula",25
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,4,"Arctotheca","calendula",12
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,6,"Arctotheca","calendula",9
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,1,"Arctotheca","calendula",24
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,3,"Arctotheca","calendula",10
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,5,"Arctotheca","calendula",17
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,2,"Arctotheca","calendula",15
"Arctotheca calendula","Convento_de_la_luz","Curro",4,5,2020,8,NA,7,"Arctotheca","calendula",13
"Arctotheca calendula","Convento_de_la_luz","Curro",18,5,2020,9,NA,7,"Arctotheca","calendula",3
"Arctotheca calendula","Convento_de_la_luz","Curro",18,5,2020,9,NA,3,"Arctotheca","calendula",8
"Arctotheca calendula","Convento_de_la_luz","Curro",18,5,2020,9,NA,1,"Arctotheca","calendula",4
"Aristolochia baetica","Esparragal","Pablo",18,4,2017,5,NA,6,"Aristolochia","baetica",8
"Aristolochia baetica","Esparragal","Pablo",15,2,2017,1,NA,4,"Aristolochia","baetica",3
"Aristolochia baetica","Esparragal","Pablo",15,2,2017,1,NA,6,"Aristolochia","baetica",6
"Aristolochia baetica","Bonares","Pablo",15,2,2017,1,NA,4,"Aristolochia","baetica",2
"Aristolochia baetica","Convento_de_la_luz","Pablo",20,2,2017,1,NA,8,"Aristolochia","baetica",1
"Aristolochia baetica","Esparragal","Pablo",7,3,2017,2,NA,8,"Aristolochia","baetica",1
"Aristolochia baetica","Convento_de_la_luz","Pablo",8,3,2017,2,NA,8,"Aristolochia","baetica",3
"Aristolochia baetica","Bonares","Pablo",8,3,2017,2,NA,4,"Aristolochia","baetica",2
"Aristolochia baetica","Bonares","Pablo",8,3,2017,2,NA,6,"Aristolochia","baetica",2
"Aristolochia baetica","Esparragal","Pablo",5,4,2017,4,NA,7,"Aristolochia","baetica",10
"Aristolochia baetica","Bonares","Pablo",6,4,2017,4,NA,4,"Aristolochia","baetica",2
"Aristolochia baetica","Esparragal","Pablo",18,4,2017,5,NA,7,"Aristolochia","baetica",9
"Aristolochia baetica","Esparragal","Pablo",18,4,2017,5,NA,9,"Aristolochia","baetica",5
"Aristolochia baetica","Esparragal","Curro",16,3,2016,4,NA,8,"Aristolochia","baetica",4
"Aristolochia baetica","Esparragal","Curro",26,3,2015,4,NA,7,"Aristolochia","baetica",3
"Aristolochia baetica","Convento_de_la_luz","Curro",13,3,2015,3,NA,2,"Aristolochia","baetica",2
"Aristolochia baetica","Bonares","Curro",26,4,2016,7,NA,7,"Aristolochia","baetica",12
"Aristolochia baetica","Esparragal","Curro",18,4,2016,6,NA,6,"Aristolochia","baetica",19
"Aristolochia baetica","Esparragal","Curro",26,3,2015,4,NA,8,"Aristolochia","baetica",2
"Aristolochia baetica","Bonares","Curro",5,3,2016,3,NA,9,"Aristolochia","baetica",3
"Aristolochia baetica","Bonares","Curro",19,5,2016,8,NA,7,"Aristolochia","baetica",6
"Aristolochia baetica","Esparragal","Curro",26,3,2015,4,NA,5,"Aristolochia","baetica",2
"Aristolochia baetica","Convento_de_la_luz","Curro",17,3,2016,4,NA,2,"Aristolochia","baetica",22
"Aristolochia baetica","Bonares","Curro",5,3,2016,3,NA,3,"Aristolochia","baetica",1
"Aristolochia baetica","Convento_de_la_luz","Curro",13,4,2015,5,NA,10,"Aristolochia","baetica",2
"Aristolochia baetica","Convento_de_la_luz","Curro",5,3,2016,3,NA,2,"Aristolochia","baetica",5
"Armeria arenaria","Esparragal","Pablo",4,5,2017,6,NA,2,"Armeria","arenaria",10
"Armeria arenaria","Esparragal","Pablo",4,5,2017,6,NA,1,"Armeria","arenaria",7
"Armeria arenaria","Esparragal","Pablo",4,5,2017,6,NA,1,"Armeria","arenaria",9
"Armeria maritima","Laguna_del_ojillo","Curro",9,4,2020,6,NA,1,"Armeria","maritima",30
"Armeria velutina","Esparragal","Curro",12,5,2015,7,NA,1,"Armeria","velutina",40
"Armeria velutina","Pinares_de_hinojos","Curro",20,5,2016,8,NA,1,"Armeria","velutina",30
"Armeria velutina","La_cunya","Curro",1,6,2016,9,NA,7,"Armeria","velutina",20
"Asphodelus fistulosus","Aznalcazar","Curro",22,2,2015,1,NA,1,"Asphodelus","fistulosus",50
"Asphodelus fistulosus","Niebla","Curro",26,2,2015,1,NA,3,"Asphodelus","fistulosus",18
"Asphodelus fistulosus","Niebla","Curro",5,3,2015,2,"Raphanus raphanistrum en flor en transecto",2,"Asphodelus","fistulosus",10
"Asphodelus fistulosus","Aznalcazar","Curro",24,3,2015,3,"Echium plantagineum, leontodon sp en flor en transecto",1,"Asphodelus","fistulosus",21
"Asphodelus fistulosus","Aznalcazar","Curro",27,3,2015,4,NA,1,"Asphodelus","fistulosus",25
"Asphodelus fistulosus","Niebla","Curro",2,2,2016,1,NA,2,"Asphodelus","fistulosus",6
"Asphodelus fistulosus","Cotito_de_santa_teresa","Curro",3,2,2016,1,NA,6,"Asphodelus","fistulosus",15
"Asphodelus fistulosus","Niebla","Curro",15,2,2016,2,NA,3,"Asphodelus","fistulosus",29
"Asphodelus fistulosus","Niebla","Curro",15,2,2016,2,NA,5,"Asphodelus","fistulosus",11
"Asphodelus fistulosus","Aznalcazar","Curro",2,3,2016,3,NA,1,"Asphodelus","fistulosus",14
"Asphodelus fistulosus","Bonares","Curro",5,3,2016,3,NA,9,"Asphodelus","fistulosus",1
"Asphodelus fistulosus","Pino_del_cuervo","Curro",31,3,2016,5,NA,5,"Asphodelus","fistulosus",2
"Asphodelus fistulosus","Niebla","Pablo",8,3,2017,2,NA,3,"Asphodelus","fistulosus",15
"Asphodelus fistulosus","Pino_del_cuervo","Curro",22,4,2016,6,NA,5,"Asphodelus","fistulosus",27
"Asphodelus fistulosus","Pino_del_cuervo","Curro",22,4,2016,6,NA,10,"Asphodelus","fistulosus",31
"Asphodelus fistulosus","Cotito_de_santa_teresa","Curro",12,3,2018,1,NA,10,"Asphodelus","fistulosus",30
"Asphodelus fistulosus","Cotito_de_santa_teresa","Curro",21,3,2017,3,NA,7,"Asphodelus","fistulosus",11
"Asphodelus fistulosus","Pino_del_cuervo","Pablo",19,4,2017,5,NA,7,"Asphodelus","fistulosus",19
"Asphodelus fistulosus","Pino_del_cuervo","Pablo",4,5,2017,6,NA,7,"Asphodelus","fistulosus",18
"Asphodelus fistulosus","Niebla","Curro",21,3,2018,2,NA,2,"Asphodelus","fistulosus",15
"Asphodelus fistulosus","Cotito_de_santa_teresa","Curro",26,3,2018,2,NA,6,"Asphodelus","fistulosus",39
"Asphodelus fistulosus","Cotito_de_santa_teresa","Curro",26,3,2018,2,NA,10,"Asphodelus","fistulosus",20
"Asphodelus ramosus","Pino_del_cuervo","Curro",15,5,2018,6,NA,4,"Asphodelus","ramosus",12
"Asphodelus ramosus","Pino_del_cuervo","Curro",30,5,2018,7,NA,9,"Asphodelus","ramosus",4
"Brassica napus","Esparragal","Pablo",15,2,2017,1,NA,5,"Brassica","napus",6
"Brassica napus","La_rocina","Pablo",23,3,2017,3,NA,1,"Brassica","napus",2
"Brassica napus","La_rocina","Pablo",23,3,2017,3,NA,8,"Brassica","napus",2
"Brassica napus","La_rocina","Pablo",2,3,2017,2,NA,3,"Brassica","napus",2
"Brassica napus","La_rocina","Pablo",2,3,2017,2,NA,10,"Brassica","napus",4
"Brassica napus","La_rocina","Pablo",23,3,2017,3,NA,2,"Brassica","napus",6
"Calendula arvensis","Niebla","Curro",26,3,2015,4,NA,5,"Calendula","arvensis",7
"Calendula arvensis","Niebla","Curro",26,3,2015,4,NA,6,"Calendula","arvensis",16
"Calendula arvensis","Niebla","Curro",26,3,2015,4,NA,8,"Calendula","arvensis",6
"Calendula arvensis","Niebla","Curro",26,3,2015,4,NA,9,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Curro",7,4,2015,5,NA,3,"Calendula","arvensis",9
"Calendula arvensis","Niebla","Curro",7,4,2015,5,NA,4,"Calendula","arvensis",4
"Calendula arvensis","Niebla","Curro",7,4,2015,5,NA,6,"Calendula","arvensis",1
"Calendula arvensis","Niebla","Curro",7,4,2015,5,NA,7,"Calendula","arvensis",1
"Calendula arvensis","Esparragal","Curro",7,4,2015,5,NA,1,"Calendula","arvensis",2
"Calendula arvensis","Esparragal","Curro",7,4,2015,5,NA,3,"Calendula","arvensis",2
"Calendula arvensis","Esparragal","Curro",7,4,2015,5,NA,7,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Pablo",20,2,2017,1,NA,3,"Calendula","arvensis",12
"Calendula arvensis","Esparragal","Curro",18,4,2016,6,NA,1,"Calendula","arvensis",9
"Calendula arvensis","La_rocina","Curro",18,4,2016,6,NA,6,"Calendula","arvensis",12
"Calendula arvensis","Pinares_de_hinojos","Curro",18,4,2016,6,NA,2,"Calendula","arvensis",3
"Calendula arvensis","Pinares_de_hinojos","Pablo",4,4,2017,4,NA,10,"Calendula","arvensis",1
"Calendula arvensis","Niebla","Pablo",8,5,2017,6,NA,3,"Calendula","arvensis",2
"Calendula arvensis","Bonares","Pablo",15,2,2017,1,NA,5,"Calendula","arvensis",9
"Calendula arvensis","Niebla","Pablo",20,2,2017,1,"Fumaria y Raphanus sp en flor.",1,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Pablo",20,2,2017,1,NA,2,"Calendula","arvensis",15
"Calendula arvensis","Convento_de_la_luz","Pablo",8,3,2017,2,NA,2,"Calendula","arvensis",3
"Calendula arvensis","Urbanizaciones","Pablo",8,3,2017,2,NA,3,"Calendula","arvensis",3
"Calendula arvensis","Urbanizaciones","Pablo",8,3,2017,2,NA,4,"Calendula","arvensis",10
"Calendula arvensis","Niebla","Pablo",8,3,2017,2,NA,2,"Calendula","arvensis",4
"Calendula arvensis","Niebla","Pablo",8,3,2017,2,NA,3,"Calendula","arvensis",6
"Calendula arvensis","Niebla","Pablo",8,3,2017,2,NA,4,"Calendula","arvensis",6
"Calendula arvensis","Niebla","Pablo",8,3,2017,2,NA,5,"Calendula","arvensis",20
"Calendula arvensis","Niebla","Pablo",8,3,2017,2,NA,6,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Pablo",8,3,2017,2,NA,7,"Calendula","arvensis",3
"Calendula arvensis","Convento_de_la_luz","Curro",22,3,2017,3,NA,10,"Calendula","arvensis",3
"Calendula arvensis","Aznalcazar","Pablo",3,4,2017,4,NA,3,"Calendula","arvensis",2
"Calendula arvensis","Villamanrique_este","Pablo",3,4,2017,4,NA,10,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Pablo",6,4,2017,4,NA,3,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Pablo",21,4,2017,5,NA,3,"Calendula","arvensis",2
"Calendula arvensis","Niebla","Pablo",21,4,2017,5,NA,7,"Calendula","arvensis",1
"Calendula arvensis","Aznalcazar","Pablo",3,5,2017,6,NA,8,"Calendula","arvensis",15
"Calendula arvensis","Niebla","Pablo",8,5,2017,6,NA,4,"Calendula","arvensis",1
