"","Order","Family","Subfamily","Tribe","Genus","Subgenus","Species","GenusAndSpecies","TaxonomicAuthority"
"212","Diptera","Syrphidae","Eristalinae","Milesiini","Criorhina","","pachymera","Criorhina pachymera","Egger, 1858"
"213","Diptera","Syrphidae","Eristalinae","Milesiini","Criorhina","","ranunculi","Criorhina ranunculi","(Panzer, 1804)"
"214","Diptera","Syrphidae","Pipizinae","Pipizini","Cryptopipiza","","notabila","Cryptopipiza notabila","(Violovitsh, 1985)"
"215","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","albostriatus","Dasysyrphus albostriatus","(Fallén, 1817)"
"216","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","corsicanus","Dasysyrphus corsicanus","(Becker, 1921)"
"217","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","eggeri","Dasysyrphus eggeri","(Schiner, 1862)"
"218","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","friuliensis","Dasysyrphus friuliensis","(van der Goot, 1960)"
"219","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","hilaris","Dasysyrphus hilaris","(Zetterstedt, 1843)"
"220","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","lenensis","Dasysyrphus lenensis","Bagatshanova, 1980"
"221","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","neovenustus","Dasysyrphus neovenustus","Soszyński, Mielczarek & Tofilski 2013"
"222","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","nigricornis","Dasysyrphus nigricornis","(Verrall, 1873)"
"223","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","pauxillus","Dasysyrphus pauxillus","(Williston, 1887)"
"224","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","pinastri","Dasysyrphus pinastri","(De Geer, 1776)"
"225","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","postclaviger","Dasysyrphus postclaviger","(Štys & Moucha, 1962)"
"226","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","tricinctus","Dasysyrphus tricinctus","(Fallén, 1817)"
"227","Diptera","Syrphidae","Syrphinae","Syrphini","Dasysyrphus","","venustus","Dasysyrphus venustus","(Meigen, 1822)"
"228","Diptera","Syrphidae","Syrphinae","Syrphini","Didea","","alneti","Didea alneti","(Fallén, 1817)"
"229","Diptera","Syrphidae","Syrphinae","Syrphini","Didea","","fasciata","Didea fasciata","Macquart, 1843"
"230","Diptera","Syrphidae","Syrphinae","Syrphini","Didea","","intermedia","Didea intermedia","Loew, 1854"
"231","Diptera","Syrphidae","Syrphinae","Syrphini","Doros","","destillatorius","Doros destillatorius","Mik, 1885"
"232","Diptera","Syrphidae","Syrphinae","Syrphini","Doros","","profuges","Doros profuges","(Harris, 1780)"
"233","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","annulitarsis","Epistrophe annulitarsis","(Stackelberg, 1918)"
"234","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","cryptica","Epistrophe cryptica","Doczkal & Schmid, 1994"
"235","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","diaphana","Epistrophe diaphana","(Zetterstedt, 1843)"
"236","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","eligans","Epistrophe eligans","(Harris, 1780)"
"237","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","flava","Epistrophe flava","Doczkal & Schmid, 1994"
"238","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","grossulariae","Epistrophe grossulariae","(Meigen, 1822)"
"239","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","leiophthalma","Epistrophe leiophthalma","(Schiner & Egger, 1853)"
"240","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","melanostoma","Epistrophe melanostoma","(Zetterstedt, 1843)"
"241","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","nitidicollis","Epistrophe nitidicollis","(Meigen, 1822)"
"242","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","obscuripes","Epistrophe obscuripes","(Strobl, 1910)"
"243","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","ochrostoma","Epistrophe ochrostoma","(Zetterstedt, 1849)"
"244","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophe","","olgae","Epistrophe olgae","Mutin, 1990"
"245","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophella","","coronata","Epistrophella coronata","(Rondani, 1857)"
"246","Diptera","Syrphidae","Syrphinae","Syrphini","Epistrophella","","euchroma","Epistrophella euchroma","(Kowarz, 1885)"
"247","Diptera","Syrphidae","Syrphinae","Syrphini","Episyrphus","","balteatus","Episyrphus balteatus","(De Geer, 1776)"
"248","Diptera","Syrphidae","Syrphinae","Syrphini","Eriozona","","syrphoides","Eriozona syrphoides","(Fallén, 1817)"
"249","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalinus","","aeneus","Eristalinus aeneus","(Scopoli, 1763)"
"250","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalinus","","megacephalus","Eristalinus megacephalus","(Rossi, 1794)"
"251","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalinus","","sepulchralis","Eristalinus sepulchralis","(Linnaeus, 1758)"
"252","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalinus","","taeniops","Eristalinus taeniops","(Wiedemann, 1818)"
"253","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","abusiva","Eristalis abusiva","Collin, 1931"
"254","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","alpina","Eristalis alpina","(Panzer, 1798)"
"255","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","anthophorina","Eristalis anthophorina","(Fallén, 1817)"
"256","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","arbustorum","Eristalis arbustorum","(Linnaeus, 1758)"
"257","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","cryptarum","Eristalis cryptarum","(Fabricius, 1794)"
"258","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","fratercula","Eristalis fratercula","(Zetterstedt, 1838)"
"259","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","gomojunovae","Eristalis gomojunovae","Violovitsh, 1977"
"260","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","hirta","Eristalis hirta","Loew, 1932"
"261","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","horticola","Eristalis horticola","(De Geer, 1776)"
"262","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","intricaria","Eristalis intricaria","(Linnaeus, 1758)"
"263","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","jugorum","Eristalis jugorum","Egger, 1858"
"264","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","nemorum","Eristalis nemorum","(Linnaeus, 1758)"
"265","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","obscura","Eristalis obscura","Loew, 1866"
"266","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","oestracea","Eristalis oestracea","(Linnaeus, 1758)"
"267","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","pertinax","Eristalis pertinax","(Scopoli, 1763)"
"268","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","picea","Eristalis picea","(Fallén, 1817)"
"269","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","rossica","Eristalis rossica","Stackelberg, 1958"
"270","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","rupium","Eristalis rupium","Fabricius, 1805"
"271","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","similis","Eristalis similis","(Fallén, 1817)"
"272","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","tecta","Eristalis tecta","Vujić, Radenkovic, Nielsen & Šimić, 2004"
"273","Diptera","Syrphidae","Eristalinae","Eristalini","Eristalis","","tenax","Eristalis tenax","(Linnaeus, 1758)"
"274","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","alpinus","Eumerus alpinus","Rondani, 1857"
"275","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","amoenus","Eumerus amoenus","Loew, 1848"
"276","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","arctus","Eumerus arctus","van Steenis in Grković et al., 2021"
"277","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","argyropus","Eumerus argyropus","Loew, 1848"
"278","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","armatus","Eumerus armatus","Ricarte & Rotheray in Ricarte et al, 2012"
"279","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","aurofinis","Eumerus aurofinis","Grković, Vujić & Radenković in Grković et al., 2016"
"280","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","azabense","Eumerus azabense","Ricarte & Marcos-Garcia, 2018"
"281","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","banaticus","Eumerus banaticus","Nedeljković, Grković & Vujić in Grković et al., 2019"
"282","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","barbarus","Eumerus barbarus","(Coquebert, 1804)"
"283","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","basalis","Eumerus basalis","Loew, 1848"
"284","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","basalis","Eumerus bayardi","Séguy, 1961"
"285","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","bicornis","Eumerus bicornis","Grković, Vujić & Hayat in Grković et al., 2019"
"286","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","bifurcatus","Eumerus bifurcatus","van Steenis & Hauser in Grković et al., 2019"
"287","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","bifurcatus","Eumerus caballeroi","Gil Collado, 1929"
"288","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","canariensis","Eumerus canariensis","Baez, 1982"
"289","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","claripennis","Eumerus claripennis","Coe, 1957"
"290","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","clavatus","Eumerus clavatus","Becker, 1923"
"291","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","consimilis","Eumerus consimilis","Šimić & Vujić, 1996"
"292","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","crassus","Eumerus crassus","Grković, Vujić & Radenković in Grković et al., 2016"
"293","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","crispus","Eumerus crispus","Vujić & Grković in Grković et al., 2021"
"294","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","dubius","Eumerus dubius","Baez, 1982"
"295","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","emarginatus","Eumerus emarginatus","Loew, 1848"
"296","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","etnensis","Eumerus etnensis","van der Goot, 1964"
"297","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","etnensis","Eumerus excisus","van der Goot, 1968"
"298","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","flavitarsis","Eumerus flavitarsis","Zetterstedt, 1843"
"299","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","funeralis","Eumerus funeralis","Meigen, 1822"
"300","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","gibbosus","Eumerus gibbosus","van Steenis, Hauser & van Zuijen, 2017"
"301","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","grallator","Eumerus grallator","Smit in Grković et al., 2019"
"302","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","grandis","Eumerus grandis","Meigen, 1822"
"303","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","hispanicus","Eumerus hispanicus","van der Goot, 1966"
"304","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","hispidus","Eumerus hispidus","Smit, Franquinho-Aguiar & Wakeham-Dawson 2004"
"305","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","hungaricus","Eumerus hungaricus","Szilády, 1940"
"306","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","incisus","Eumerus incisus","Malidžan & Vujić in Malidžan et al., 2022"
"307","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","karyates","Eumerus karyates","Chroni, Grković & Vujić́, 2018"
"308","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","latitarsis","Eumerus latitarsis","Macquart in Webb & Berthelot, 1839"
"309","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","longicornis","Eumerus longicornis","Loew, 1855"
"310","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","lucidus","Eumerus lucidus","Loew, 1848"
"311","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","minotaurus","Eumerus minotaurus","Claussen & Lucas, 1988"
"312","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","montanum","Eumerus montanum","Grković, Radenković & Vujić, in Grković et al., 2017"
"313","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","narcissi","Eumerus narcissi","Smith, 1928"
"314","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","niehuisi","Eumerus niehuisi","Doczkal, 1996"
"315","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","nigrorufus","Eumerus nigrorufus","Grković & Vujić in Grković et al., 2021"
"316","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","nivariae","Eumerus nivariae","Baez, 1982"
"317","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","niveitibia","Eumerus niveitibia","Becker, 1921"
"318","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","nudus","Eumerus nudus","Loew, 1848"
"319","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","obliquus","Eumerus obliquus","(Fabricius, 1805)"
"320","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","olivaceus","Eumerus olivaceus","Loew, 1848"
"321","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","ornatus","Eumerus ornatus","Meigen, 1822"
"322","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","ovatus","Eumerus ovatus","Loew, 1848"
"323","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","pannonicus","Eumerus pannonicus","Ricarte, Vujić & Radenković, in Markov et al., 2016"
"324","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","pauper","Eumerus pauper","Becker, 1921"
"325","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","phaeacus","Eumerus phaeacus","Loew, 1848"
"326","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","pulchellus","Eumerus pulchellus","Loew, 1848"
"327","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","purpurariae","Eumerus purpurariae","Baez, 1982"
"328","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","purpureus","Eumerus purpureus","Macquart, in Webb & Berthelot, 1839"
"329","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","pusillus","Eumerus pusillus","Loew, 1848"
"330","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","richteri","Eumerus richteri","Stackelberg, 1960"
"331","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","rubrum","Eumerus rubrum","Grković & Vujić, in Grković et al., 2017"
"332","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","ruficornis","Eumerus ruficornis","Meigen, 1822"
"333","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","rusticus","Eumerus rusticus","Sack, 1932"
"334","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","sabulonum","Eumerus sabulonum","(Fallén, 1817)"
"335","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","santosabreui","Eumerus santosabreui","Baez, 1982"
"336","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","sicilianus","Eumerus sicilianus","van der Goot, 1964"
"337","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","sinuatus","Eumerus sinuatus","Loew, 1855"
"338","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","sogdianus","Eumerus sogdianus","Stackelberg, 1952"
"339","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","strigatus","Eumerus strigatus","(Fallén, 1817)"
"340","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","subornatus","Eumerus subornatus","Claussen, 1989"
"341","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","sulcitibius","Eumerus sulcitibius","Rondani, 1868"
"342","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","tarsalis","Eumerus tarsalis","Loew, 1848"
"343","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","tauricus","Eumerus tauricus","Stackelberg, 1952"
"344","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","tenuitarsis","Eumerus tenuitarsis","Grković & Vujić in Grković et al., 2019"
"345","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","torsicus","Eumerus torsicus","Grković & Vujić in Grković et al., 2016"
"346","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","tricolor","Eumerus tricolor","(Fabricius, 1798)"
"347","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","truncatus","Eumerus truncatus","Rondani, 1868"
"348","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","uncipes","Eumerus uncipes","Rondani, 1850"
"349","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","vandenberghei","Eumerus vandenberghei","Doczkal, 1996"
"350","Diptera","Syrphidae","Eristalinae","Merodontini","Eumerus","","vestitus","Eumerus vestitus","Bezzi, 1912"
"351","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","abiskoensis","Eupeodes abiskoensis","(Dušek & Láska, 1973)"
"352","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","biciki","Eupeodes biciki","Nielsen, 2003"
"353","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","corollae","Eupeodes corollae","(Fabricius, 1794)"
"354","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","curtus","Eupeodes curtus","(Hine, 1922)"
"355","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","duseki","Eupeodes duseki","Mazánek, Láska & Bičík, 1999"
"356","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","flaviceps","Eupeodes flaviceps","(Rondani, 1857)"
"357","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","frequens","Eupeodes frequens","(Matsumura, 1917)"
"358","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","goeldlini","Eupeodes goeldlini","Mazánek, Láska & Bičík, 1999"
"359","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","lambecki","Eupeodes lambecki","(Dušek & Láska, 1973)"
"360","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","latifasciatus","Eupeodes latifasciatus","(Macquart, 1829)"
"361","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","lucasi","Eupeodes lucasi","(Marcos-García & Láska, 1983)"
"362","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","lundbecki","Eupeodes lundbecki","(Soot Ryen, 1946)"
"363","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","luniger","Eupeodes luniger","(Meigen, 1822)"
"364","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","nielseni","Eupeodes nielseni","(Dušek & Láska, 1976)"
"365","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","nitens","Eupeodes nitens","(Zetterstedt, 1843)"
"366","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","nuba","Eupeodes nuba","(Wiedemann, 1830)"
"367","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","punctifer","Eupeodes punctifer","(Frey, 1934)"
"368","Diptera","Syrphidae","Syrphinae","Syrphini","Eupeodes","","rufipunctatus","Eupeodes rufipunctatus","(Curran, 1925)"
