id	locationID	locality	countryCode	occurrenceStatus	threatStatus	source	occurrenceRemarks
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:AL	Albania	AL	present	VU	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:BG	Bulgaria	BG	present	NT	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:RO	Romania	RO	present	NT	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3	ISO_3166:RS	Serbia	RS	present	NT	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:04883a3b4208ba98739ebd45de2182c3		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:04883a3b4208ba98739ebd45de2182c3		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:04883a3b4208ba98739ebd45de2182c3	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:AT	Austria	AT	present	VU	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:BA	Bosnia and Herzegovina	BA	present	CR	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:BE	Belgium	BE	present	CR	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:BY	Belarus	BY	present	unknown	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	In source as 'Chortobius tullia'
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:CH	Switzerland	CH	present	CR	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:CZ	Czech Republic	CZ	present	CR	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:DE	Germany	DE	present	EN	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:DK	Denmark	DK	present	EN	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:EE	Estonia	EE	present	LC	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80		European Union		present	NT	van Swaay et al. (2010)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80		Europe		present	VU	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:FI	Finland	FI	present	LC	Kaitila et al. (2010) | Aarvik et al. (2017) | Saarinen and Jantunen (2013)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:FR	France	FR	present	EN	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:GB	United Kingdom	GB	present	VU		
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:HU	Hungary	HU	absent	RE	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:IE	Ireland	IE	present	VU	Regan et al. (2010) | Tomás Murray (pers. comm.)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:IT	Italy	IT	present	NA	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:LT	Lithuania	LT	present	VU	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:LV	Latvia	LV	present		Aarvik et al. (2017)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:MT	Malta	MT	absent		Cassar (2018) | Sammut (2000) | Schembri (1968) | Valletta (1972)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:NL	Netherlands	NL	present	CR	Bos et al. (2006) | Kuchlein and de Vos (1999) | van Swaay (2018)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:NO	Norway	NO	present	LC	Henriksen and Hilmo (2015) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:PL	Poland	PL	present	VU	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:RO	Romania	RO	present	EN	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:SE	Sweden	SE	present	LC	Ahrné et al. (2015)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:SI	Slovenia	SI	present	EN	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:SK	Slovakia	SK	present	VU	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:2c1010d68523f157babdc6312c34bc80	ISO_3166:UA	Ukraine	UA	present	VU	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	In source as 'Chortobius tullia'
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:AD	Andorra	AD	present	LC	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:AL	Albania	AL	present	VU	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:AT	Austria	AT	present	NT	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:BE	Belgium	BE	present	VU	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:BY	Belarus	BY	irregular	unknown	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:CH	Switzerland	CH	present	LC	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:CZ	Czech Republic	CZ	present	VU	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:DE	Germany	DE	present	LC	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:DK	Denmark	DK	absent	NA	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:GB	United Kingdom	GB	irregular	NA		
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:HU	Hungary	HU	present	LC	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:LI	Liechtenstein	LI	present		Aistleitner and Aistleitner (1996) | Ulrich Hiermann (pers. comm.)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:LT	Lithuania	LT	irregular	NA	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:LU	Luxembourg	LU	doubtful	NE	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:NL	Netherlands	NL	irregular	NE	Bos et al. (2006) | Kuchlein and de Vos (1999) | van Swaay (2018)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:PL	Poland	PL	present	LC	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:RO	Romania	RO	present	LC	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:SI	Slovenia	SI	present	LC	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:SK	Slovakia	SK	present	LC	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e	ISO_3166:UA	Ukraine	UA	present	DD	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:0e2e745c9aae9b58183697eac139b593	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:0e2e745c9aae9b58183697eac139b593		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:0e2e745c9aae9b58183697eac139b593		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:0e2e745c9aae9b58183697eac139b593	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:BA	Bosnia and Herzegovina	BA	present	VU	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	In source as 'Colias caucasica balcanica'
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:BG	Bulgaria	BG	present	VU	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:GR	Greece	GR	present	NT	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:HR	Croatia	HR	present	unknown	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:dc2581fc6011b2440ee35a250406da6c	ISO_3166:RS	Serbia	RS	present	VU	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:AT	Austria	AT	present	CR	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:CZ	Czech Republic	CZ	absent	RE	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0		European Union		present	VU	van Swaay et al. (2010)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0		Europe		present	VU	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:HU	Hungary	HU	present	VU	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:NL	Netherlands	NL	irregular	NE	Bos et al. (2006) | Kuchlein and de Vos (1999) | van Swaay (2018)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:RO	Romania	RO	present	VU	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:SK	Slovakia	SK	present	CR	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:95c9c07809aec1a2ae6e3c52e8160ce0	ISO_3166:UA	Ukraine	UA	present	EN	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:AD	Andorra	AD	migrant	LC	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:AT	Austria	AT	present	NE	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:BA	Bosnia and Herzegovina	BA	migrant	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:BE	Belgium	BE	migrant	LC	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:BY	Belarus	BY	irregular	unknown	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:CH	Switzerland	CH	migrant	LC	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:CY	Cyprus	CY	present		John and Skule (2016)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:CZ	Czech Republic	CZ	migrant	NE	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:DE	Germany	DE	migrant	LC	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:DK	Denmark	DK	migrant	NA	Wind and Pihl (2004) | Aarvik et al. (2017)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:EE	Estonia	EE	irregular	NA	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:FI	Finland	FI	irregular	NA	Kaitila et al. (2010) | Aarvik et al. (2017) | Saarinen and Jantunen (2013)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:GB	United Kingdom	GB	migrant	LC		In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:GR	Greece	GR	migrant	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:HU	Hungary	HU	migrant	LC	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:IE	Ireland	IE	migrant	LC	Regan et al. (2010) | Tomás Murray (pers. comm.)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:LI	Liechtenstein	LI	migrant		Aistleitner and Aistleitner (1996) | Ulrich Hiermann (pers. comm.)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:LT	Lithuania	LT	irregular	NA	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:LU	Luxembourg	LU	migrant	LC	Mestdagh et al. (in press)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	ISO_3166:LV	Latvia	LV	migrant		Aarvik et al. (2017)	In source as 'Colias croceus'
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2454	Azores	PT	present		Martin Wiemers (pers. comm.) | Tennent (2005) | Vieira and Karsholt (2010)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2462	Azores, Corvo	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2458	Azores, Faial	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2461	Azores, Flores	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2463	Azores, Graciosa	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2460	Azores, Pico	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2459	Azores, Santa Maria	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2455	Azores, Sao Jorge	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2456	Azores, Sao Miguel	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/2457	Azores, Terceira	PT	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/3743	Canary Islands	ES	present		Báez and Oromí (2010) | Martin Wiemers (pers. comm.) | Tennent (2005)	
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/3747	Canary Islands, El Hierro	ES	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/3757	Canary Islands, Fuerteventura	ES	present			
eurobutt-checklist:taxon:0557f1f5c5bea5f62b851b2ac8297f82	http://marineregions.org/mrgid/3746	Canary Islands, Gran Canaria	ES	present			
