network_ID,network_subsample,interaction_ID,animal-order,animal-family,animal-group,plant-family,animal,plant,animal_sex,real_pollinator,number of records,animal_identification,plant_identification
8,1,176,Coleoptera,Coccinellidae,,Asteraceae,Coccinella_septempunctata,Achillea_millefolium,,1,2,Jiří Hadrava,Jiří Hadrava
8,1,177,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Erigeron_annuus,,1,2,Ondřej Kouklík,"Filip Kolář, Martin Hanzl"
8,1,178,Diptera,Tachinidae,,Asteraceae,Tachinidae_sp1,Achillea_millefolium,,1,2,Hana Šuláková,Jiří Hadrava
8,1,179,Coleoptera,Elateridae,,Asteraceae,Athous_sp1,Achillea_millefolium,,1,4,Ondřej Kouklík,Jiří Hadrava
8,1,180,Diptera,Syrphidae,Syrphini,Asteraceae,Syrphus_ribesii,Achillea_millefolium,m,1,4,Jiří Hadrava,Jiří Hadrava
8,1,181,Diptera,Tephritidae,,Asteraceae,Campiglossa_loewiana,Achillea_millefolium,,1,1,Petr Heřman,Jiří Hadrava
8,1,182,Coleoptera,Elateridae,,Asteraceae,Athous_sp1,Erigeron_annuus,,1,1,Ondřej Kouklík,"Filip Kolář, Martin Hanzl"
8,1,183,Diptera,,,Asteraceae,Diptera_sp3,Erigeron_annuus,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
8,1,184,Diptera,Anthomyiidae,,Asteraceae,Anthomyiidae_sp1,Erigeron_annuus,,1,1,Hana Šuláková,"Filip Kolář, Martin Hanzl"
8,1,185,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_podagrariae,Achillea_millefolium,,1,4,Ondřej Kouklík,Jiří Hadrava
8,1,186,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_podagrariae,Achillea_millefolium,,1,2,Ondřej Kouklík,Jiří Hadrava
8,1,187,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_arbustorum,Achillea_millefolium,m,1,1,Jiří Hadrava,Jiří Hadrava
8,1,188,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Achillea_millefolium,m,1,2,Jiří Hadrava,Jiří Hadrava
8,1,189,Lepidoptera,,,Asteraceae,Lepidoptera_sp2,Achillea_millefolium,,1,2,Jiří Hadrava,Jiří Hadrava
8,1,190,Coleoptera,,,Asteraceae,larva_Coleoptera_sp1,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
8,1,191,Coleoptera,Cleridae,,Asteraceae,Trichodes_apiarius,Achillea_millefolium,,1,1,Ondřej Kouklík,Jiří Hadrava
8,1,192,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Achillea_millefolium,f,1,1,Jiří Hadrava,Jiří Hadrava
8,1,193,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
8,1,194,Coleoptera,,,Asteraceae,larva_Coleoptera_sp1,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
8,1,195,Lepidoptera,,,Asteraceae,Lepidoptera_sp3,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
8,1,196,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_femorata,Achillea_millefolium,,1,1,Albert Damaška,Jiří Hadrava
8,2,197,Hymenoptera,Apidae,Bombus,Boraginaceae,Bombus_lapidarius,Echium_vulgare,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
8,2,198,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Achillea_millefolium,f,1,2,Jiří Hadrava,Jiří Hadrava
8,2,199,Coleoptera,Elateridae,,Asteraceae,Elateridae_sp4,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
8,2,200,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Achillea_millefolium,f,1,2,Jiří Hadrava,Jiří Hadrava
8,2,201,Coleoptera,Nitidulidae,,Rosaceae,Meligethes_aeneus,Potentilla_recta,,1,30,Ondřej Kouklík,Martin Hanzl
8,2,202,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Achillea_millefolium,f,1,2,Jiří Hadrava,Jiří Hadrava
8,2,203,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_femorata,Achillea_millefolium,,1,1,Albert Damaška,Jiří Hadrava
8,2,204,Diptera,Tachinidae,,Asteraceae,Tachinidae_sp2,Achillea_millefolium,,1,2,Hana Šuláková,Jiří Hadrava
8,2,205,Diptera,Anthomyiidae,,Asteraceae,Anthomyiidae_sp1,Achillea_millefolium,,1,2,Hana Šuláková,Jiří Hadrava
8,2,206,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Erigeron_annuus,,1,1,Ondřej Kouklík,"Filip Kolář, Martin Hanzl"
8,2,207,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Achillea_millefolium,m,1,1,Jiří Hadrava,Jiří Hadrava
8,2,208,Hymenoptera,Andrenidae,,Asteraceae,Andrena_flavipes,Achillea_millefolium,,1,3,Daniel Benda,Jiří Hadrava
8,2,209,Hemiptera,,,Asteraceae,Hemiptera_sp1,Achillea_millefolium,,0,5,Jiří Hadrava,Jiří Hadrava
8,2,210,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_podagrariae,Achillea_millefolium,,1,1,Ondřej Kouklík,Jiří Hadrava
8,2,211,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Erigeron_annuus,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
8,2,212,Diptera,Syrphidae,Syrphini,Asteraceae,Parasyrphus_sp1,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
8,2,213,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Achillea_millefolium,m,1,1,Jiří Hadrava,Jiří Hadrava
8,2,214,Coleoptera,Chrysomelidae,,Asteraceae,Cryptocephalus_sericeus,Achillea_ptarmica,,1,1,"Albert Damaška, Ondřej Kouklík",Jiří Hadrava
8,2,215,Coleoptera,Elateridae,,Asteraceae,Athous_sp1,Achillea_millefolium,,1,2,Ondřej Kouklík,Jiří Hadrava
8,2,216,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_lapidarius,Genista_tinctoria,,1,2,Jiří Hadrava,Filip Kolář
8,2,217,Hymenoptera,Andrenidae,,Brassicaceae,Panurginus_labiatus,Berteroa_incana,,1,15,Daniel Benda,"Filip Kolář, Martin Hanzl"
8,2,218,Hymenoptera,Andrenidae,,Asteraceae,Andrena_flavipes,Achillea_millefolium,,1,1,Daniel Benda,Jiří Hadrava
8,2,219,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
8,2,220,Diptera,Sarcophagidae,,Asteraceae,Sarcophaginae_sp1,Achillea_millefolium,f,1,1,Hana Šuláková,Jiří Hadrava
8,2,221,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Achillea_millefolium,m,1,1,Jiří Hadrava,Jiří Hadrava
8,2,222,Lepidoptera,,,Asteraceae,Lepidoptera_sp4,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
9,1,223,Hymenoptera,Tenthredinidae,,Asteraceae,Macrophya_montana,Achillea_millefolium,f,1,1,Kamil Holý,Jiří Hadrava
9,1,224,Coleoptera,Cantharididae,,Asteraceae,Cantharis_pellucida,Achillea_millefolium,,1,1,Ondřej Kouklík,Jiří Hadrava
9,1,225,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Achillea_millefolium,f,1,5,Jiří Hadrava,Jiří Hadrava
9,1,226,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Achillea_millefolium,m,1,2,Jiří Hadrava,Jiří Hadrava
9,1,227,Hemiptera,Pentatomidae,,Asteraceae,Eurydema_oleracea,Achillea_millefolium,,0,2,"Petra Křížková, Jitka Vilímová",Jiří Hadrava
9,1,228,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_flavipes,Achillea_millefolium,,1,5,Albert Damaška,Jiří Hadrava
9,1,229,Coleoptera,Cantharididae,,Apiaceae,Cantharis_pellucida,Anthriscus_sylvestris,,1,1,Ondřej Kouklík,"Filip Kolář, Martin Hanzl"
9,1,230,Orthoptera,Acrididae,,Apiaceae,spp_Acrididae,Anthriscus_sylvestris,,0,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
9,1,231,Coleoptera,Scarabaeidae,Cetoniinae,Apiaceae,Oxythyrea_funesta,Anthriscus_sylvestris,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
9,1,232,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_sp1,Crepis_biennis,,1,1,Albert Damaška,"Filip Kolář, Martin Hanzl"
9,1,233,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,500,Ondřej Kouklík,"Filip Kolář, Martin Hanzl"
9,1,234,Coleoptera,Scarabaeidae,Cetoniinae,Asteraceae,Oxythyrea_funesta,Crepis_biennis,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
9,1,235,Hymenoptera,Apidae,,Fabaceae,Apis_mellifera,Trifolium_repens,,1,3,Jiří Hadrava,Jiří Hadrava
9,1,236,Diptera,Calliphoridae,,Asteraceae,Calliphoridae_sp1,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
9,1,237,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
9,1,238,Diptera,Tachinidae,,Asteraceae,Tachinidae_sp1,Achillea_millefolium,,1,1,Hana Šuláková,Jiří Hadrava
9,1,239,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
9,1,240,Diptera,Muscidae,,Asteraceae,Mesembrina_meridiana,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
9,1,241,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
9,1,242,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Crepis_biennis,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
9,2,243,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_interruptus,Achillea_millefolium,m,1,1,Jiří Hadrava,Jiří Hadrava
9,2,244,Coleoptera,Cerambycidae,,Asteraceae,Pseudovadonia_livida,Achillea_millefolium,,1,2,Ondřej Kouklík,Jiří Hadrava
9,2,245,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
9,2,246,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Achillea_millefolium,f,1,4,Jiří Hadrava,Jiří Hadrava
9,2,247,Hymenoptera,Halictidae,Lasioglossum,Asteraceae,Lasioglossum_sp1,Achillea_millefolium,,1,1,Jakub Straka,Jiří Hadrava
9,2,248,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
9,2,249,Diptera,Muscidae,,Asteraceae,Helina_trivittata,Achillea_millefolium,,1,2,Hana Šuláková,Jiří Hadrava
9,2,250,Coleoptera,Oedemeridae,,Asteraceae,Oedemera_flavipes,Achillea_millefolium,,1,1,Albert Damaška,Jiří Hadrava
9,2,251,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Achillea_millefolium,m,1,1,Jiří Hadrava,Jiří Hadrava
9,2,252,Coleoptera,Cleridae,,Asteraceae,Trichodes_apiarius,Achillea_millefolium,,1,1,Ondřej Kouklík,Jiří Hadrava
9,2,253,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,300,Ondřej Kouklík,"Filip Kolář, Martin Hanzl"
10,1,254,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,14,Ondřej Kouklík,Jiří Hadrava
10,1,255,Diptera,Syrphidae,Platycheirus,Plantaginaceae,Melanostoma_mellinum,Plantago_lanceolata,m,1,1,Jiří Hadrava,Jiří Hadrava
10,1,256,Coleoptera,Nitidulidae,,Ranunculaceae,Meligethes_aeneus,Ranunculus_acris,,1,12,Ondřej Kouklík,Jiří Hadrava
10,1,257,Hymenoptera,Halictidae,Lasioglossum,Ranunculaceae,Lasioglossum_morio,Ranunculus_acris,,1,1,Jakub Straka,Jiří Hadrava
10,1,258,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_lanceolata,m,1,2,Jiří Hadrava,Jiří Hadrava
10,1,259,Orthoptera,Acrididae,,Plantaginaceae,spp_Acrididae,Plantago_lanceolata,,0,1,Jiří Hadrava,Jiří Hadrava
10,1,260,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Taraxacum,,1,1,Ondřej Kouklík,Jiří Hadrava
10,1,261,Orthoptera,Tettigoniidae,,Fabaceae,spp_Tettigoniidae,Trifolium_pratense,,0,1,Jiří Hadrava,Jiří Hadrava
10,1,262,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_lanceolata,f,1,1,Jiří Hadrava,Jiří Hadrava
10,2,263,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,50,Ondřej Kouklík,Jiří Hadrava
10,2,264,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_lanceolata,m,1,4,Jiří Hadrava,Jiří Hadrava
10,2,265,Hymenoptera,Halictidae,Lasioglossum,Rosaceae,Lasioglossum_leucopus,Potentilla_argentea,,1,1,"Daniel Benda, Jakub Straka",Michael Mikát
10,2,266,Diptera,,,Rosaceae,Diptera_sp4,Potentilla_argentea,,1,1,Jiří Hadrava,Michael Mikát
10,2,267,Diptera,Syrphidae,Melanostomini,Plantaginaceae,Melanostoma_mellinum,Plantago_lanceolata,m,1,1,Jiří Hadrava,Jiří Hadrava
10,2,268,Diptera,Syrphidae,Melanostomini,Plantaginaceae,Melanostoma_mellinum,Plantago_lanceolata,f,1,1,Jiří Hadrava,Jiří Hadrava
10,2,269,Coleoptera,Nitidulidae,,Dipsacaceae,Meligethes_aeneus,Knautia_arvensis,,1,2,Ondřej Kouklík,Jiří Hadrava
10,2,270,Coleoptera,Cerambycidae,,Asteraceae,Stenurella_melanura,Leucanthemum_vulgare,,1,1,Jiří Hadrava,Jiří Hadrava
10,2,271,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Leucanthemum_vulgare,,1,8,Ondřej Kouklík,Jiří Hadrava
10,2,272,Diptera,,,Asteraceae,Diptera_sp5,Leucanthemum_vulgare,,1,1,Jiří Hadrava,Jiří Hadrava
10,2,273,Diptera,,,Asteraceae,Diptera_sp6,Leucanthemum_vulgare,,1,1,Jiří Hadrava,Jiří Hadrava
10,2,274,Coleoptera,Cerambycidae,,Asteraceae,Pseudovadonia_livida,Leucanthemum_vulgare,,1,2,Ondřej Kouklík,Jiří Hadrava
10,2,275,Coleoptera,Scarabaeidae,Cetoniinae,Asteraceae,Oxythyrea_funesta,Crepis_biennis,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,276,Diptera,Syrphidae,Sphaerophorini,Caryophyllaceae,Episyrphus_balteatus,Dianthus_deltoides,m,1,1,Jiří Hadrava,Michael Mikát
11,1,277,Lepidoptera,Hesperiidae,,Caryophyllaceae,Thymelicus_sylvestris,Dianthus_deltoides,,1,1,Jiří Hadrava,Michael Mikát
11,1,278,Orthoptera,Acrididae,,Fabaceae,spp_Acrididae,Trifolium_repens,,0,1,Jiří Hadrava,Jiří Hadrava
11,1,279,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,9,Ondřej Kouklík,Jiří Hadrava
11,1,280,Odonata,Platycnemididae,,Fabaceae,Platycnemis_pennipes,Lotus_corniculatus,,0,1,Jiří Hadrava,Jiří Hadrava
11,1,281,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_lanceolata,m,1,7,Jiří Hadrava,Jiří Hadrava
11,1,282,Hymenoptera,Apidae,,Asteraceae,Apis_mellifera,Leucanthemum_vulgare,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,283,Coleoptera,Mordellidae,,Asteraceae,Mordellidae_sp1,Leucanthemum_vulgare,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,284,Coleoptera,Mordellidae,,Asteraceae,Mordellidae_sp1,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,285,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_pascuorum,Trifolium_pratense,,1,3,Jiří Hadrava,Jiří Hadrava
11,1,286,Coleoptera,Cerambycidae,,Dipsacaceae,Stenurella_melanura,Knautia_arvensis,,1,2,Ondřej Kouklík,Jiří Hadrava
11,1,287,Lepidoptera,Pieridae,,Fabaceae,Pieris_napi,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,288,Coleoptera,Cerambycidae,,Dipsacaceae,Stenurella_melanura,Knautia_arvensis,,1,1,Ondřej Kouklík,Jiří Hadrava
11,1,289,Coleoptera,Mordellidae,,Dipsacaceae,Mordellidae_sp1,Knautia_arvensis,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,290,Hymenoptera,Apidae,,Asteraceae,Apis_mellifera,Crepis_biennis,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,291,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,m,1,1,Jiří Hadrava,Jiří Hadrava
11,1,292,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_lanceolata,f,1,1,Jiří Hadrava,Jiří Hadrava
11,1,293,Diptera,Syrphidae,Syrphini,Plantaginaceae,Scaeva_pyrastri,Plantago_lanceolata,m,1,1,Jiří Hadrava,Jiří Hadrava
11,1,294,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Sphaerophoria_scripta,Plantago_lanceolata,f,1,1,Jiří Hadrava,Jiří Hadrava
11,1,295,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,296,Hymenoptera,Apidae,,Dipsacaceae,Apis_mellifera,Knautia_arvensis,,1,1,Jiří Hadrava,Jiří Hadrava
11,1,297,Coleoptera,Tenebrionidae,,Asteraceae,Tenebrionidae_sp1,Crepis_biennis,,1,1,Jiří Hadrava,Jiří Hadrava
11,2,298,Diptera,Anthomyiidae,,Asteraceae,Anthomyiidae_sp2,Crepis_biennis,,1,1,Hana Šuláková,Jiří Hadrava
11,2,299,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,m,1,2,Jiří Hadrava,Jiří Hadrava
11,2,300,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,f,1,1,Jiří Hadrava,Jiří Hadrava
11,2,301,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,3,Ondřej Kouklík,Jiří Hadrava
11,2,302,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_lanceolata,m,1,13,Jiří Hadrava,Jiří Hadrava
11,2,303,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,f,1,3,Jiří Hadrava,Jiří Hadrava
11,2,304,Coleoptera,Mordellidae,,Asteraceae,Mordellidae_sp1,Achillea_millefolium,,1,1,Jiří Hadrava,Jiří Hadrava
11,2,305,Diptera,,,Dipsacaceae,Diptera_sp7,Knautia_arvensis,,1,2,Jiří Hadrava,Jiří Hadrava
11,2,306,Coleoptera,Mordellidae,,Dipsacaceae,Mordellidae_sp1,Knautia_arvensis,,1,1,Jiří Hadrava,Jiří Hadrava
11,2,307,Diptera,Dolichopodidae,,Dipsacaceae,Dolichopodinae_sp1,Knautia_arvensis,,1,1,Michal Tkoč,Jiří Hadrava
11,2,308,Coleoptera,Chrysomelidae,,Asteraceae,Cryptocephalus_sericeus,Crepis_biennis,,1,1,"Albert Damaška, Ondřej Kouklík",Jiří Hadrava
11,2,309,Hymenoptera,Megachilidae,,Asteraceae,Megachile_centuncularis,Crepis_biennis,,1,1,Daniel Benda,Jiří Hadrava
11,2,310,Diptera,Syrphidae,Melanostomini,Plantaginaceae,Melanostoma_mellinum,Plantago_lanceolata,m,1,1,Jiří Hadrava,Jiří Hadrava
11,2,311,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,10,Ondřej Kouklík,Jiří Hadrava
11,2,312,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Sphaerophoria_scripta,Plantago_lanceolata,f,1,1,Jiří Hadrava,Jiří Hadrava
11,2,313,Hymenoptera,Apidae,Xylocopinae,Caryophyllaceae,Ceratina_cyanea,Dianthus_deltoides,f,1,1,Michael Mikát,Michael Mikát
11,2,314,Diptera,Syrphidae,Sphaerophorini,Dipsacaceae,Sphaerophoria_scripta,Knautia_arvensis,m,1,1,Jiří Hadrava,Jiří Hadrava
11,2,315,Hymenoptera,Formicidae,,Dipsacaceae,spp_Formica,Knautia_arvensis,,0,1,Jiří Hadrava,Jiří Hadrava
11,2,316,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_pascuorum,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
11,2,317,Diptera,Empididae,Empis,Dipsacaceae,Polyblepharis_sp1,Knautia_arvensis,,1,2,Milan Chvála,Jiří Hadrava
11,2,318,Diptera,Syrphidae,Sphaerophorini,Dipsacaceae,Episyrphus_balteatus,Knautia_arvensis,f,1,2,Jiří Hadrava,Jiří Hadrava
11,2,319,Diptera,Syrphidae,Sphaerophorini,Caryophyllaceae,Episyrphus_balteatus,Dianthus_deltoides,m,1,1,Jiří Hadrava,Michael Mikát
12,1,320,Hymenoptera,Halictidae,Lasioglossum,Apiaceae,Lasioglossum_pauxillum,Heracleum_sphondylium,,1,1,Jakub Straka,Jiří Hadrava
12,1,321,Diptera,Tachinidae,,Apiaceae,Tachinidae_sp3,Heracleum_sphondylium,,1,1,Petr Heřman,Jiří Hadrava
12,1,322,Diptera,Tachinidae,Phasiinae,Apiaceae,Gymnosoma_sp1,Heracleum_sphondylium,,1,1,Petr Heřman,Jiří Hadrava
12,1,323,Coleoptera,Mordellidae,,Apiaceae,Mordellidae_sp1,Heracleum_sphondylium,,1,1,Jiří Hadrava,Jiří Hadrava
12,1,324,Coleoptera,Cerambycidae,,Apiaceae,Stenurella_melanura,Heracleum_sphondylium,,1,1,Ondřej Kouklík,Jiří Hadrava
12,1,325,Coleoptera,Cerambycidae,,Apiaceae,Rutpela_maculata,Heracleum_sphondylium,,1,1,Ondřej Kouklík,Jiří Hadrava
12,1,326,Hymenoptera,Apidae,,Geraniaceae,Apis_mellifera,Geranium_pratense,,1,8,Jiří Hadrava,Jiří Hadrava
12,1,327,Hymenoptera,Halictidae,Lasioglossum,Ranunculaceae,Lasioglossum_pauxillum,Ranunculus_acris,,1,1,Jakub Straka,Jiří Hadrava
12,1,328,Diptera,Syrphidae,Sphaerophorini,Geraniaceae,Episyrphus_balteatus,Geranium_pratense,m,1,3,Jiří Hadrava,Jiří Hadrava
12,1,329,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,m,1,1,Jiří Hadrava,Jiří Hadrava
12,1,330,Hymenoptera,Colletidae,,Asteraceae,Hylaeus_styriacus,Crepis_biennis,,1,1,Jakub Straka,Jiří Hadrava
12,1,331,Lepidoptera,Nymphalidae,Satyrinae,Asteraceae,Maniola_jurtina,Crepis_biennis,,1,3,"Jiří Hadrava, Tereza Garbová",Jiří Hadrava
12,1,332,Hymenoptera,Halictidae,Halictus,Asteraceae,Halictus_subauratus,Crepis_biennis,,1,1,Daniel Benda,Jiří Hadrava
12,1,333,Hymenoptera,Apidae,,Asteraceae,Apis_mellifera,Crepis_biennis,,1,3,Jiří Hadrava,Jiří Hadrava
12,1,334,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_media,m,1,1,Jiří Hadrava,Jiří Hadrava
12,1,335,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_lapidarius,Lotus_corniculatus,,1,1,Jiří Hadrava,Jiří Hadrava
12,1,336,Hymenoptera,Apidae,,Fabaceae,Apis_mellifera,Trifolium_repens,,1,1,Jiří Hadrava,Jiří Hadrava
12,1,337,Hymenoptera,Colletidae,,Plantaginaceae,Hylaeus_styriacus,Plantago_media,,1,1,Jakub Straka,Jiří Hadrava
12,1,338,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_pascuorum,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
12,2,339,Hymenoptera,Halictidae,Halictus,Plantaginaceae,Halictus_subauratus,Plantago_media,,1,1,Daniel Benda,Jiří Hadrava
12,2,340,Hymenoptera,Apidae,,Asteraceae,Apis_mellifera,Crepis_biennis,,1,6,Jiří Hadrava,Jiří Hadrava
12,2,341,Hymenoptera,Megachilidae,,Plantaginaceae,Stelis_punctulatissima,Plantago_media,,1,1,Daniel Benda,Jiří Hadrava
12,2,342,Diptera,Syrphidae,Melanostomini,Plantaginaceae,Melanostoma_mellinum,Plantago_media,m,1,1,Jiří Hadrava,Jiří Hadrava
12,2,343,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,m,1,1,Jiří Hadrava,Jiří Hadrava
12,2,344,Hymenoptera,Apidae,,Geraniaceae,Apis_mellifera,Geranium_pratense,,1,4,Jiří Hadrava,Jiří Hadrava
12,2,345,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_media,m,1,4,Jiří Hadrava,Jiří Hadrava
12,2,346,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Episyrphus_balteatus,Crepis_biennis,f,1,1,Jiří Hadrava,Jiří Hadrava
12,2,347,Hymenoptera,Halictidae,Lasioglossum,Plantaginaceae,Lasioglossum_laticeps,Plantago_media,,1,3,Daniel Benda,Jiří Hadrava
12,2,348,Coleoptera,Nitidulidae,,Asteraceae,Meligethes_aeneus,Crepis_biennis,,1,2,Ondřej Kouklík,Jiří Hadrava
12,2,349,Hymenoptera,,,Rubiaceae,Apoidea_sp4,Galium_album,,1,1,Jiří Hadrava,Martin Hanzl
12,2,350,Diptera,Syrphidae,Sphaerophorini,Plantaginaceae,Episyrphus_balteatus,Plantago_media,f,1,1,Jiří Hadrava,Jiří Hadrava
12,2,351,Lepidoptera,Nymphalidae,Satyrinae,Asteraceae,Maniola_jurtina,Crepis_biennis,,1,3,"Jiří Hadrava, Tereza Garbová",Jiří Hadrava
12,2,352,Hymenoptera,,,Apiaceae,Apoidea_sp5,Heracleum_sphondylium,,1,1,Jiří Hadrava,Jiří Hadrava
12,2,353,Hemiptera,,,Apiaceae,Hemiptera_sp2,Heracleum_sphondylium,,0,1,Jiří Hadrava,Jiří Hadrava
12,2,354,Hymenoptera,Halictidae,Lasioglossum,Apiaceae,Lasioglossum_pauxillum,Heracleum_sphondylium,,1,1,Daniel Benda,Jiří Hadrava
