Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment (FloralArea = count * size in mm2)
209,7,2018,CianWhite_Kr_18,Scorzoneroides_autumnalis,17,total abundance per plant species,510
225,8,2018,CianWhite_Kr_18,Sedum_agg,17,total abundance per plant species,850
181,6,2018,CianWhite_Kr_18,Brassica_rapa,30,total abundance per plant species,780
201,7,2018,CianWhite_Kr_18,Astrantia_major,40,total abundance per plant species,1200
243,8,2018,CianWhite_Kr_18,Oxalis_debilis,40,total abundance per plant species,1200
194,7,2018,CianWhite_Kr_18,Taraxacum_agg,45,total abundance per plant species,2250
189,7,2018,CianWhite_Kr_18,Brassica_rapa,66,total abundance per plant species,1716
218,8,2018,CianWhite_Kr_18,Ranunculus_repens,70,total abundance per plant species,2100
190,7,2018,CianWhite_Kr_18,Hebe_agg,70,total abundance per plant species,2100
190,7,2018,CianWhite_Kr_18,Rhus_sp,110,total abundance per plant species,33000
164,6,2018,CianWhite_Kr_18,Hebe_agg,110,total abundance per plant species,3300
197,7,2018,CianWhite_Kr_18,Linaria_purpurea,120,total abundance per plant species,7200
171,6,2018,CianWhite_Kr_18,Bellis_perennis,120,total abundance per plant species,3000
195,7,2018,CianWhite_Kr_18,Lotus_corniculatus,150,total abundance per plant species,2400
149,5,2018,CianWhite_Kr_18,Epilobium_hirsutum,150,total abundance per plant species,3750
207,7,2018,CianWhite_Kr_18,Salvia_microphylla,150,total abundance per plant species,3750
218,8,2018,CianWhite_Kr_18,Symphoricarpos_albus,170,total abundance per plant species,680
160,6,2018,CianWhite_Kr_18,Crocosmia_xcrocosmiiflora,170,total abundance per plant species,8500
217,8,2018,CianWhite_Kr_18,Heracleum_sphondylium,180,total abundance per plant species,36000
209,7,2018,CianWhite_Kr_18,Sedum_agg,180,total abundance per plant species,9000
208,7,2018,CianWhite_Kr_18,Leontodon_saxatilis,200,total abundance per plant species,5000
226,8,2018,CianWhite_Kr_18,Cirsium_arvense,200,total abundance per plant species,5000
227,8,2018,CianWhite_Kr_18,Trifolium_repens,210,total abundance per plant species,2730
214,8,2018,CianWhite_Kr_18,Cirsium_arvense,220,total abundance per plant species,5500
164,6,2018,CianWhite_Kr_18,Geranium_pratense,240,total abundance per plant species,9600
164,6,2018,CianWhite_Kr_18,Digitalis_purpurea,280,total abundance per plant species,14000
189,7,2018,CianWhite_Kr_18,Lavandula_angustifolia,300,total abundance per plant species,15000
163,6,2018,CianWhite_Kr_18,Erigeron_glaucus,300,total abundance per plant species,9000
169,6,2018,CianWhite_Kr_18,Hebe_agg,300,total abundance per plant species,9000
168,6,2018,CianWhite_Kr_18,Centaurea_cyanus,320,total abundance per plant species,9600
171,6,2018,CianWhite_Kr_18,Rubus_fruticosus,350,total abundance per plant species,10500
188,7,2018,CianWhite_Kr_18,Erigeron_glaucus,350,total abundance per plant species,10500
222,8,2018,CianWhite_Kr_18,Heracleum_sphondylium,370,total abundance per plant species,74000
189,7,2018,CianWhite_Kr_18,Cotoneaster_frigidus,400,total abundance per plant species,20000
134,5,2018,CianWhite_Kr_18,Salvia_microphylla,400,total abundance per plant species,10000
219,8,2018,CianWhite_Kr_18,Lotus_corniculatus,400,total abundance per plant species,6400
230,8,2018,CianWhite_Kr_18,Erigeron_glaucus,500,total abundance per plant species,15000
153,6,2018,CianWhite_Kr_18,Weigela_kosteriana_variegata,500,total abundance per plant species,20000
189,7,2018,CianWhite_Kr_18,Ranunculus_repens,540,total abundance per plant species,16200
196,7,2018,CianWhite_Kr_18,Hypochaeris_radicata,600,total abundance per plant species,24000
185,7,2018,CianWhite_Kr_18,Potentilla_reptans,820,total abundance per plant species,20500
125,5,2018,CianWhite_Kr_18,Taraxacum_agg,880,total abundance per plant species,44000
125,5,2018,CianWhite_Kr_18,Ligustrum_vulgare,950,total abundance per plant species,47500
186,7,2018,CianWhite_Kr_18,Lavandula_angustifolia,1250,total abundance per plant species,62500
217,8,2018,CianWhite_Kr_18,Cotoneaster_hybridus_pendulus,1400,total abundance per plant species,21000
221,8,2018,CianWhite_Kr_18,Trifolium_repens,1424,total abundance per plant species,18512
163,6,2018,CianWhite_Kr_18,Salvia_microphylla,1500,total abundance per plant species,37500
194,7,2018,CianWhite_Kr_18,Symphoricarpos_albus,1600,total abundance per plant species,6400
168,6,2018,CianWhite_Kr_18,Symphoricarpos_albus,1800,total abundance per plant species,7200
169,6,2018,CianWhite_Kr_18,Spiraea_japonica,2450,total abundance per plant species,171500
199,7,2018,CianWhite_Kr_18,Heracleum_sphondylium,3070,total abundance per plant species,614000
170,6,2018,CianWhite_Kr_18,Pyracantha_sp,7000,total abundance per plant species,140000
170,6,2018,CianWhite_Lp_18,Vicia_sepium,NA,not collected,NA
143,5,2018,CianWhite_Lp_18,Geranium_cult,30,total abundance per plant species,1050
178,6,2018,CianWhite_Lp_18,Geranium_cult,60,total abundance per plant species,2100
148,5,2018,CianWhite_Lp_18,Senecio_jacobaea,79,total abundance per plant species,1580
171,6,2018,CianWhite_Lp_18,Trifolium_pratense,80,total abundance per plant species,1200
204,7,2018,CianWhite_Lp_18,Geranium_pratense,100,total abundance per plant species,4000
189,7,2018,CianWhite_Lp_18,Buxus_sempervirens,150,total abundance per plant species,600
223,8,2018,CianWhite_Lp_18,Trifolium_pratense,180,total abundance per plant species,2700
150,5,2018,CianWhite_Lp_18,Vicia_sepium,240,total abundance per plant species,8160
145,5,2018,CianWhite_Lp_18,Ranunculus_acris,310,total abundance per plant species,7750
182,7,2018,CianWhite_Lp_18,Lavandula_angustifolia,400,total abundance per plant species,20000
215,8,2018,CianWhite_Lp_18,Sedum_agg,570,total abundance per plant species,28500
190,7,2018,CianWhite_Lp_18,Cirsium_arvense,600,total abundance per plant species,15000
190,7,2018,CianWhite_Lp_18,Cirsium_arvense,600,total abundance per plant species,15000
163,6,2018,CianWhite_Lp_18,Ceanothus_agg,680,total abundance per plant species,27200
168,6,2018,CianWhite_Lp_18,Ranunculus_repens,700,total abundance per plant species,21000
227,8,2018,CianWhite_Lp_18,Rubus_fruticosus,1100,total abundance per plant species,33000
196,7,2018,CianWhite_Lp_18,Trifolium_repens,1500,total abundance per plant species,19500
244,9,2018,CianWhite_Lp_18,Pyracantha_sp,2400,total abundance per plant species,48000
109,4,2018,CianWhite_Lp_18,Crataegus_monogyna,2500,total abundance per plant species,50000
219,8,2018,CianWhite_Lp_18,Trifolium_pratense,3400,total abundance per plant species,51000
226,8,2018,CianWhite_Lp_18,Rubus_fruticosus,3500,total abundance per plant species,105000
186,7,2018,CianWhite_Lp_18,Trifolium_repens,3500,total abundance per plant species,45500
160,6,2018,CianWhite_Lp_18,Trifolium_pratense,10200,total abundance per plant species,153000
240,8,2018,CianWhite_Lp_18,Ranunculus_acris,22500,total abundance per plant species,562500
166,6,2018,CianWhite_Me_18,Cistus_agg,2,total abundance per plant species,110
236,8,2018,CianWhite_Me_18,Geranium_pratense,15,total abundance per plant species,600
185,7,2018,CianWhite_Me_18,Ranunculus_acris,15,total abundance per plant species,375
186,7,2018,CianWhite_Me_18,Pelargonium_cult,17,total abundance per plant species,680
219,8,2018,CianWhite_Me_18,Cirsium_vulgare,19,total abundance per plant species,570
163,6,2018,CianWhite_Me_18,Trifolium_repens,20,total abundance per plant species,260
209,7,2018,CianWhite_Me_18,Potentilla_reptans,21,total abundance per plant species,525
185,7,2018,CianWhite_Me_18,Bellis_perennis,35,total abundance per plant species,875
161,6,2018,CianWhite_Me_18,Trifolium_repens,40,total abundance per plant species,520
199,7,2018,CianWhite_Me_18,Symphytum_xuplandicum,40,total abundance per plant species,1200
214,8,2018,CianWhite_Me_18,Verbena_bonariensis,100,total abundance per plant species,2500
168,6,2018,CianWhite_Me_18,Fuschia_sp,100,total abundance per plant species,5000
124,5,2018,CianWhite_Me_18,Salvia_officinalis,100,total abundance per plant species,4000
218,8,2018,CianWhite_Me_18,Hypericum_androsaemum,130,total abundance per plant species,5200
149,5,2018,CianWhite_Me_18,Spiraea_japonica,160,total abundance per plant species,11200
238,8,2018,CianWhite_Me_18,Digitalis_purpurea,160,total abundance per plant species,8000
217,8,2018,CianWhite_Me_18,Salvia_officinalis,180,total abundance per plant species,7200
186,7,2018,CianWhite_Me_18,Crocosmia_xcrocosmiiflora,180,total abundance per plant species,9000
220,8,2018,CianWhite_Me_18,Lathyrus_odoratus,240,total abundance per plant species,8400
190,7,2018,CianWhite_Me_18,Symphoricarpos_albus,240,total abundance per plant species,960
144,5,2018,CianWhite_Me_18,Erica_sp,250,total abundance per plant species,2500
165,6,2018,CianWhite_Me_18,Salvia_microphylla,250,total abundance per plant species,6250
166,6,2018,CianWhite_Me_18,Fuchsia_magellanica,250,total abundance per plant species,12500
228,8,2018,CianWhite_Me_18,Symphoricarpos_albus,250,total abundance per plant species,1000
185,7,2018,CianWhite_Me_18,Hebe_agg,250,total abundance per plant species,7500
186,7,2018,CianWhite_Me_18,Penstemon_agg,260,total abundance per plant species,10400
186,7,2018,CianWhite_Me_18,Ranunculus_repens,280,total abundance per plant species,8400
189,7,2018,CianWhite_Me_18,Ligustrum_vulgare,300,total abundance per plant species,15000
161,6,2018,CianWhite_Me_18,Salvia_microphylla,320,total abundance per plant species,8000
222,8,2018,CianWhite_Me_18,Lavandula_angustifolia,400,total abundance per plant species,20000
163,6,2018,CianWhite_Me_18,Lavandula_angustifolia,540,total abundance per plant species,27000
163,6,2018,CianWhite_Me_18,Fuchsia_magellanica,600,total abundance per plant species,30000
194,7,2018,CianWhite_Me_18,Fuchsia_magellanica,647,total abundance per plant species,32350
225,8,2018,CianWhite_Me_18,Salvia_microphylla,800,total abundance per plant species,20000
149,5,2018,CianWhite_Me_18,Cornus_alba,800,total abundance per plant species,32000
149,5,2018,CianWhite_Me_18,Senecio_jacobaea,28550,total abundance per plant species,571000
217,8,2018,CianWhite_ND_18,Hebe_agg,15,total abundance per plant species,450
214,8,2018,CianWhite_ND_18,Tanacetum_parthenium,15,total abundance per plant species,300
124,5,2018,CianWhite_ND_18,Filipendula_ulmaria,20,total abundance per plant species,3000
214,8,2018,CianWhite_ND_18,Cirsium_vulgare,25,total abundance per plant species,750
125,5,2018,CianWhite_ND_18,Cytisus_scoparius,50,total abundance per plant species,1000
217,8,2018,CianWhite_ND_18,Senecio_greyii,70,total abundance per plant species,2100
217,8,2018,CianWhite_ND_18,Vicia_sepium,80,total abundance per plant species,2720
193,7,2018,CianWhite_ND_18,Geranium_pyrenaicum,83,total abundance per plant species,1494
134,5,2018,CianWhite_ND_18,Epilobium_parviflorum,87,total abundance per plant species,783
193,7,2018,CianWhite_ND_18,Plantago_lanceolata,100,total abundance per plant species,4000
189,7,2018,CianWhite_ND_18,Crataegus_monogyna,100,total abundance per plant species,2000
160,6,2018,CianWhite_ND_18,Digitalis_purpurea,105,total abundance per plant species,5250
198,7,2018,CianWhite_ND_18,Salvia_microphylla,120,total abundance per plant species,3000
192,7,2018,CianWhite_ND_18,Senecio_jacobaea,140,total abundance per plant species,2800
193,7,2018,CianWhite_ND_18,Buddleja_globosa,150,total abundance per plant species,4200
186,7,2018,CianWhite_ND_18,Plantago_lanceolata,160,total abundance per plant species,6400
167,6,2018,CianWhite_ND_18,Hebe_agg,164,total abundance per plant species,4920
154,6,2018,CianWhite_ND_18,Trifolium_repens,190,total abundance per plant species,2470
168,6,2018,CianWhite_ND_18,Rubus_fruticosus,200,total abundance per plant species,6000
193,7,2018,CianWhite_ND_18,Heracleum_sphondylium,225,total abundance per plant species,45000
218,8,2018,CianWhite_ND_18,Lavandula_angustifolia,260,total abundance per plant species,13000
194,7,2018,CianWhite_ND_18,Chamerion_anguistifolium,320,total abundance per plant species,9600
226,8,2018,CianWhite_ND_18,Veronica_chamaedrys,375,total abundance per plant species,3750
178,6,2018,CianWhite_ND_18,Hypericum_androsaemum,380,total abundance per plant species,15200
216,8,2018,CianWhite_ND_18,Cardamine_pratensis,400,total abundance per plant species,8000
241,8,2018,CianWhite_ND_18,Weigela_kosteriana_variegata,600,total abundance per plant species,24000
167,6,2018,CianWhite_ND_18,Laburnum_xwatereri,600,total abundance per plant species,150000
193,7,2018,CianWhite_ND_18,Rubus_fruticosus,634,total abundance per plant species,19020
195,7,2018,CianWhite_ND_18,Weigela_kosteriana_variegata,700,total abundance per plant species,28000
193,7,2018,CianWhite_ND_18,Ranunculus_repens,750,total abundance per plant species,22500
195,7,2018,CianWhite_ND_18,Lotus_corniculatus,800,total abundance per plant species,12800
165,6,2018,CianWhite_ND_18,Vicia_sepium,903,total abundance per plant species,30702
198,7,2018,CianWhite_ND_18,Lavandula_angustifolia,1000,total abundance per plant species,50000
222,8,2018,CianWhite_ND_18,Stellaria_graminea,1200,total abundance per plant species,21600
229,8,2018,CianWhite_ND_18,Filipendula_ulmaria,1620,total abundance per plant species,243000
125,5,2018,CianWhite_ND_18,Cirsium_arvense,2210,total abundance per plant species,55250
186,7,2018,CianWhite_ND_18,Epilobium_hirsutum,2400,total abundance per plant species,60000
127,5,2018,CianWhite_ND_18,Trifolium_repens,4200,total abundance per plant species,54600
188,7,2018,CianWhite_ND_18,Buddleja_globosa,4200,total abundance per plant species,117600
128,5,2018,CianWhite_ND_18,Ranunculus_acris,4280,total abundance per plant species,107000
163,6,2018,CianWhite_ND_18,Rubus_fruticosus,4345,total abundance per plant species,130350
168,6,2018,CianWhite_ND_18,Cirsium_arvense,5000,total abundance per plant species,125000
168,6,2018,CianWhite_ND_18,Chamerion_anguistifolium,7200,total abundance per plant species,216000
172,6,2018,CianWhite_ND_18,Ranunculus_repens,11475,total abundance per plant species,344250
216,8,2018,CianWhite_ND_18,Ranunculus_acris,11650,total abundance per plant species,291250
221,8,2018,CianWhite_ND_18,Ranunculus_repens,22570,total abundance per plant species,677100
174,6,2018,CianWhite_NG_18,Cirsium_vulgare,3,total abundance per plant species,90
185,7,2018,CianWhite_NG_18,Trifolium_repens,7,total abundance per plant species,91
173,6,2018,CianWhite_NG_18,Sonchus_arvensis,7,total abundance per plant species,350
143,5,2018,CianWhite_NG_18,Lapsana_communis,15,total abundance per plant species,225
178,6,2018,CianWhite_NG_18,Crepis_capillaris,20,total abundance per plant species,260
217,8,2018,CianWhite_NG_18,Stellaria_media,40,total abundance per plant species,400
181,6,2018,CianWhite_NG_18,Vicia_sepium,40,total abundance per plant species,1360
190,7,2018,CianWhite_NG_18,Petunia_xatkinsiana,47,total abundance per plant species,3760
221,8,2018,CianWhite_NG_18,Bellis_perennis,50,total abundance per plant species,1250
163,6,2018,CianWhite_NG_18,Plantago_lanceolata,50,total abundance per plant species,2000
145,5,2018,CianWhite_NG_18,Ranunculus_repens,60,total abundance per plant species,1800
193,7,2018,CianWhite_NG_18,Cirsium_arvense,90,total abundance per plant species,2250
160,6,2018,CianWhite_NG_18,Cirsium_palustre,100,total abundance per plant species,1500
160,6,2018,CianWhite_NG_18,Crepis_capillaris,100,total abundance per plant species,1300
167,6,2018,CianWhite_NG_18,Geranium_robertianum,120,total abundance per plant species,1800
188,7,2018,CianWhite_NG_18,Cerastium_fontanum,175,total abundance per plant species,1225
193,7,2018,CianWhite_NG_18,Salix,200,total abundance per plant species,8000
173,6,2018,CianWhite_NG_18,Geranium_robertianum,220,total abundance per plant species,3300
217,8,2018,CianWhite_NG_18,Centaurea_nigra,250,total abundance per plant species,10000
220,8,2018,CianWhite_NG_18,Begonia_semperflorens,300,total abundance per plant species,9000
193,7,2018,CianWhite_NG_18,Capsella_bursa-pastoris,400,total abundance per plant species,1000
189,7,2018,CianWhite_NG_18,Ranunculus_repens,500,total abundance per plant species,15000
154,6,2018,CianWhite_NG_18,Cirsium_palustre,510,total abundance per plant species,7650
142,5,2018,CianWhite_NG_18,Ranunculus_repens,525,total abundance per plant species,15750
123,5,2018,CianWhite_NG_18,Capsella_bursa-pastoris,570,total abundance per plant species,1425
125,5,2018,CianWhite_NG_18,Trifolium_pratense,625,total abundance per plant species,9375
186,7,2018,CianWhite_NG_18,Senecio_jacobaea,680,total abundance per plant species,13600
218,8,2018,CianWhite_NG_18,Ranunculus_repens,810,total abundance per plant species,24300
189,7,2018,CianWhite_NG_18,Heracleum_sphondylium,900,total abundance per plant species,180000
220,8,2018,CianWhite_NG_18,Stellaria_graminea,900,total abundance per plant species,16200
190,7,2018,CianWhite_NG_18,Trifolium_repens,1125,total abundance per plant species,14625
198,7,2018,CianWhite_NG_18,Rubus_fruticosus,1680,total abundance per plant species,50400
170,6,2018,CianWhite_NG_18,Rubus_fruticosus,2260,total abundance per plant species,67800
170,6,2018,CianWhite_NG_18,Allium_triquetrum,2400,total abundance per plant species,43200
147,5,2018,CianWhite_NG_18,Trifolium_repens,2900,total abundance per plant species,37700
149,5,2018,CianWhite_NG_18,Senecio_jacobaea,5000,total abundance per plant species,100000
149,5,2018,CianWhite_NG_18,Rubus_fruticosus,11550,total abundance per plant species,346500
190,7,2018,CianWhite_NG_18,Leontodon_hispidus,12225,total abundance per plant species,366750
176,6,2018,CianWhite_NG_18,Taraxacum_agg,12525,total abundance per plant species,626250
221,8,2018,CianWhite_NS_18,Taraxacum_agg,5,total abundance per plant species,250
169,6,2018,CianWhite_NS_18,Verbena_bonariensis,7,total abundance per plant species,175
172,6,2018,CianWhite_NS_18,Centranthus_ruber,15,total abundance per plant species,2700
198,7,2018,CianWhite_NS_18,Lamium_purpureum,40,total abundance per plant species,600
225,8,2018,CianWhite_NS_18,Centranthus_ruber,60,total abundance per plant species,10800
167,6,2018,CianWhite_NS_18,Heuchera_cult,120,total abundance per plant species,1200
197,7,2018,CianWhite_NS_18,Filipendula_ulmaria,130,total abundance per plant species,19500
225,8,2018,CianWhite_NS_18,Fallopia_baldschuanica,150,total abundance per plant species,1050
170,6,2018,CianWhite_NS_18,Buddleja_davidii,180,total abundance per plant species,36000
185,7,2018,CianWhite_NS_18,Fuchsia_magellanica,190,total abundance per plant species,9500
123,5,2018,CianWhite_NS_18,Achillea_millefolium,200,total abundance per plant species,1400
145,5,2018,CianWhite_NS_18,Scorzoneroides_autumnalis,240,total abundance per plant species,7200
216,8,2018,CianWhite_NS_18,Ranunculus_repens,250,total abundance per plant species,7500
185,7,2018,CianWhite_NS_18,Cotoneaster_hybridus_pendulus,400,total abundance per plant species,6000
133,5,2018,CianWhite_NS_18,Symphytum_xuplandicum,408,total abundance per plant species,12240
149,5,2018,CianWhite_NS_18,Campanula_rotundifolia,540,total abundance per plant species,16200
184,7,2018,CianWhite_NS_18,Tagetes_patula,620,total abundance per plant species,31000
188,7,2018,CianWhite_NS_18,Begonia_semperflorens,1200,total abundance per plant species,36000
160,6,2018,CianWhite_NS_18,Fallopia_baldschuanica,1600,total abundance per plant species,11200
160,6,2018,CianWhite_NS_18,Cirsium_vulgare,1800,total abundance per plant species,54000
160,6,2018,CianWhite_NS_18,Cotoneaster_frigidus,3000,total abundance per plant species,150000
133,5,2018,CianWhite_Pn_18,Trifolium_pratense,14,total abundance per plant species,210
133,5,2018,CianWhite_Pn_18,Hebe_agg,25,total abundance per plant species,750
169,6,2018,CianWhite_Pn_18,Brassica_rapa,30,total abundance per plant species,780
260,9,2018,CianWhite_Pn_18,Trifolium_pratense,42,total abundance per plant species,630
210,7,2018,CianWhite_Pn_18,Cirsium_arvense,81,total abundance per plant species,2025
125,5,2018,CianWhite_Pn_18,Centaurea_cyanus,90,total abundance per plant species,2700
147,5,2018,CianWhite_Pn_18,Lotus_corniculatus,150,total abundance per plant species,2400
197,7,2018,CianWhite_Pn_18,Trifolium_pratense,150,total abundance per plant species,2250
211,7,2018,CianWhite_Pn_18,Ranunculus_repens,225,total abundance per plant species,6750
225,8,2018,CianWhite_Pn_18,Hebe_agg,235,total abundance per plant species,7050
170,6,2018,CianWhite_Pn_18,Heracleum_sphondylium,442,total abundance per plant species,88400
185,7,2018,CianWhite_Pn_18,Trifolium_repens,1249,total abundance per plant species,16237
144,5,2018,CianWhite_Pn_18,Berberis_sp,1500,total abundance per plant species,12000
169,6,2018,CianWhite_Pn_18,Tilia_xeuropaea,1800,total abundance per plant species,54000
133,5,2018,CianWhite_Pn_18,Cotoneaster_frigidus,2000,total abundance per plant species,100000
226,8,2018,CianWhite_Pn_18,Vicia_sepium,2150,total abundance per plant species,73100
197,7,2018,CianWhite_Pn_18,Cirsium_arvense,2220,total abundance per plant species,55500
211,7,2018,CianWhite_Pn_18,Malus_prunifolia,4000,total abundance per plant species,100000
161,6,2018,CianWhite_Pn_18,Buxus_sempervirens,6000,total abundance per plant species,24000
169,6,2018,CianWhite_Pn_18,Senecio_jacobaea,11400,total abundance per plant species,228000
169,6,2018,CianWhite_Pn_18,Senecio_jacobaea,68400,total abundance per plant species,1368000
169,6,2018,CianWhite_Te_18,Buddleja_davidii,6,total abundance per plant species,1200
178,6,2018,CianWhite_Te_18,Rosa_cult,10,total abundance per plant species,1000
185,7,2018,CianWhite_Te_18,Trifolium_repens,13,total abundance per plant species,169
186,7,2018,CianWhite_Te_18,Taraxacum_agg,15,total abundance per plant species,750
171,6,2018,CianWhite_Te_18,Agapanthus_sp,17,total abundance per plant species,1020
199,7,2018,CianWhite_Te_18,Senecio_greyii,19,total abundance per plant species,570
168,6,2018,CianWhite_Te_18,Potentilla_reptans,20,total abundance per plant species,500
185,7,2018,CianWhite_Te_18,Sedum_agg,20,total abundance per plant species,1000
221,8,2018,CianWhite_Te_18,Trifolium_pratense,29,total abundance per plant species,435
193,7,2018,CianWhite_Te_18,Astrantia_major,30,total abundance per plant species,900
190,7,2018,CianWhite_Te_18,Odontites_vernus,31,total abundance per plant species,279
185,7,2018,CianWhite_Te_18,Cirsium_arvense,35,total abundance per plant species,875
216,8,2018,CianWhite_Te_18,Spiraea_xbillardii,40,total abundance per plant species,3200
124,5,2018,CianWhite_Te_18,Hydrangea_cult,42,total abundance per plant species,0
217,8,2018,CianWhite_Te_18,Linaria_purpurea,58,total abundance per plant species,3480
153,6,2018,CianWhite_Te_18,Linaria_purpurea,60,total abundance per plant species,3600
168,6,2018,CianWhite_Te_18,Mentha__piperita,60,total abundance per plant species,720
185,7,2018,CianWhite_Te_18,Achillea_millefolium,78,total abundance per plant species,546
125,5,2018,CianWhite_Te_18,Alcea_rosea,78,total abundance per plant species,4680
217,8,2018,CianWhite_Te_18,Hydrangea_cult,100,total abundance per plant species,0
147,5,2018,CianWhite_Te_18,Cardamine_pratensis,100,total abundance per plant species,2000
178,6,2018,CianWhite_Te_18,Fuchsia_magellanica,100,total abundance per plant species,5000
169,6,2018,CianWhite_Te_18,Leucanthemum_xsuperbum,112,total abundance per plant species,11200
193,7,2018,CianWhite_Te_18,Stachys_byzantina,125,total abundance per plant species,1500
214,8,2018,CianWhite_Te_18,Spiraea_japonica,150,total abundance per plant species,10500
148,5,2018,CianWhite_Te_18,Malva_arborea,150,total abundance per plant species,6000
170,6,2018,CianWhite_Te_18,Penstemon_agg,170,total abundance per plant species,6800
222,8,2018,CianWhite_Te_18,Hebe_agg,180,total abundance per plant species,5400
186,7,2018,CianWhite_Te_18,Tilia_xeuropaea,200,total abundance per plant species,6000
168,6,2018,CianWhite_Te_18,Oxalis_debilis,200,total abundance per plant species,6000
130,5,2018,CianWhite_Te_18,Cistus_agg,210,total abundance per plant species,11550
193,7,2018,CianWhite_Te_18,Geranium_pratense,260,total abundance per plant species,10400
160,6,2018,CianWhite_Te_18,Buddleja_davidii,372,total abundance per plant species,74400
225,8,2018,CianWhite_Te_18,Lavandula_angustifolia,440,total abundance per plant species,22000
168,6,2018,CianWhite_Te_18,Malva_sylvestris,450,total abundance per plant species,20250
171,6,2018,CianWhite_Te_18,Spiraea_japonica,460,total abundance per plant species,32200
192,7,2018,CianWhite_Te_18,Vicia_sepium,500,total abundance per plant species,17000
198,7,2018,CianWhite_Te_18,Trifolium_repens,520,total abundance per plant species,6760
188,7,2018,CianWhite_Te_18,Senecio_jacobaea,600,total abundance per plant species,12000
210,7,2018,CianWhite_Te_18,Stachys_byzantina,800,total abundance per plant species,9600
220,8,2018,CianWhite_Te_18,Spiraea_japonica,900,total abundance per plant species,63000
168,6,2018,CianWhite_Te_18,Hypericum_androsaemum,910,total abundance per plant species,36400
185,7,2018,CianWhite_Te_18,Hebe_agg,970,total abundance per plant species,29100
168,6,2018,CianWhite_Te_18,Anthriscus_sylvestris,1500,total abundance per plant species,105000
164,6,2018,CianWhite_Te_18,Lonicera_nitida,1800,total abundance per plant species,27000
215,8,2018,CianWhite_Te_18,Campanula_portenschlagia,2650,total abundance per plant species,66250
220,8,2018,CianWhite_Te_18,Fuchsia_magellanica,2730,total abundance per plant species,136500
203,7,2018,CianWhite_Te_18,Rubus_fruticosus,2970,total abundance per plant species,89100
184,7,2018,CianWhite_Te_18,Rubus_fruticosus,3670,total abundance per plant species,110100
221,8,2018,CianWhite_Te_18,Hebe_agg,3900,total abundance per plant species,117000
194,7,2018,CianWhite_Te_18,Lavandula_angustifolia,4260,total abundance per plant species,213000
168,6,2018,CianWhite_Te_18,Cotoneaster_hybridus_pendulus,5000,total abundance per plant species,75000
169,6,2018,CianWhite_Te_18,Rubus_fruticosus,7500,total abundance per plant species,225000
244,9,2018,CianWhite_Te_18,Tilia_xeuropaea,8000,total abundance per plant species,240000
167,6,2018,CianWhite_Te_18,Cotoneaster_franchetii,9900,total abundance per plant species,69300
188,7,2018,CianWhite_WD_18,Lamium_purpureum,8,total abundance per plant species,120
221,8,2018,CianWhite_WD_18,Geranium_robertianum,14,total abundance per plant species,210
167,6,2018,CianWhite_WD_18,Lapsana_communis,31,total abundance per plant species,465
197,7,2018,CianWhite_WD_18,Senecio_jacobaea,32,total abundance per plant species,640
194,7,2018,CianWhite_WD_18,Fuchsia_magellanica,38,total abundance per plant species,1900
219,8,2018,CianWhite_WD_18,Tanacetum_parthenium,69,total abundance per plant species,1380
217,8,2018,CianWhite_WD_18,Cirsium_palustre,75,total abundance per plant species,1125
219,8,2018,CianWhite_WD_18,Ranunculus_repens,90,total abundance per plant species,2700
172,6,2018,CianWhite_WD_18,Vicia_sepium,100,total abundance per plant species,3400
211,7,2018,CianWhite_WD_18,Ranunculus_acris,150,total abundance per plant species,3750
217,8,2018,CianWhite_WD_18,Cirsium_arvense,240,total abundance per plant species,6000
127,5,2018,CianWhite_WD_18,Anthriscus_sylvestris,500,total abundance per plant species,35000
198,7,2018,CianWhite_WD_18,Trifolium_repens,780,total abundance per plant species,10140
222,8,2018,CianWhite_WD_18,Rubus_fruticosus,1278,total abundance per plant species,38340
220,8,2018,CianWhite_WD_18,Ulex_europaeus,10000,total abundance per plant species,200000
188,7,2018,CianWhite_WD_18,Taraxacum_agg,20431,total abundance per plant species,1021550
163,6,2018,CianWhite_WD_18,Cardamine_pratensis,21869,total abundance per plant species,437380
163,6,2018,CianWhite_WD_18,Trifolium_repens,60000,total abundance per plant species,780000
193,7,2018,MichelleLarkin_CloonselhernyCoClare_18,Centaurea_scabiosa,NA,not collected,NA
128,5,2018,MichelleLarkin_CloonselhernyCoClare_18,Campanula_rotundifolia,NA,not collected,NA
189,7,2018,MichelleLarkin_CloonselhernyCoClare_18,Rhinanthus_minor,2,total abundance per plant species,30
163,6,2018,MichelleLarkin_CloonselhernyCoClare_18,Solidago_virgaurea,3,total abundance per plant species,54
164,6,2018,MichelleLarkin_CloonselhernyCoClare_18,Erica_cinerea,6,total abundance per plant species,36
134,5,2018,MichelleLarkin_CloonselhernyCoClare_18,Succisa_pratensis,8,total abundance per plant species,200
168,6,2018,MichelleLarkin_CloonselhernyCoClare_18,Anthyllis_vulneraria,8,total abundance per plant species,640
168,6,2018,MichelleLarkin_CloonselhernyCoClare_18,Succisa_pratensis,16,total abundance per plant species,400
178,6,2018,MichelleLarkin_CloonselhernyCoClare_18,Leontodon_hispidus,17,total abundance per plant species,510
