Site,Area,Area_2018,Connectivity_Index,Connectivity_Index_2018,Year,Round,Date,Plot,Included,ID,Family,Genus,Gender,Visitor,Plant
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Pieris,,Pieris napi,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Nymphalis,,Nymphalis io,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Aphantopus,,Aphantopus hyperantus,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus icarus,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Argynnis,,Argynnis paphia,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Argynnis,,Argynnis paphia,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Nymphalis,,Nymphalis io,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Nymphalis,,Nymphalis io,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Argynnis,,Argynnis paphia,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Nymphalis,,Nymphalis io,Origanum vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",4,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Angelica sylvestris
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Nymphalidae,Araschnia,,Araschnia levana,Anthriscus sylvestris
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Nymphalidae,Argynnis,,Argynnis paphia,Dipsacus fullonum
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Trifolium pratense
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Nymphalidae,Nymphalis,,Nymphalis io,Dipsacus fullonum
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Dipsacus fullonum
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Nymphalidae,Aphantopus,,Aphantopus hyperantus,Achillea millefolium
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",5,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Pieridae,Pieris,,Pieris rapae,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Nymphalidae,Aphantopus,,Aphantopus hyperantus,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Thymus polytrichus
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Cirsium acaule
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus sp,Lotus corniculatus
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Honey bee,Apidae,Apis,,Apis mellifera,Campanula rotundifolia
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Clinopodium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",6,SI,Butterfly,Nymphalidae,Aphantopus,,Aphantopus hyperantus,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Butterfly,Nymphalidae,Vanessa,,Vanessa sp,Centaurea jacea
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Butterfly,Zygaenidae,Zygaena,,Zygaena filipendulae,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Butterfly,Zygaenidae,Zygaena,,Zygaena filipendulae,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Butterfly,Hesperiidae,Thymelicus,,Thymelicus lineola,Centaurea jacea
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Bumblebee,Apidae,Bombus,,Bombus lapidarius,Echium vulgare
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Bumblebee,Apidae,Bombus,,Bombus lapidarius,Centaurea scabiosa
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Butterfly,Zygaenidae,Zygaena,,Zygaena filipendulae,Knautia arvensis
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Honey bee,Apidae,Apis,,Apis mellifera,Centaurea jacea
Sudlicher Riesenberg,3633,3535,17346,6103,2017,2,"Monday, 31 July 2017",7,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Centaurea jacea
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Zygaenidae,Zygaena,,Zygaena filipendulae,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus sp,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Female,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Female,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Female,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Female,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Female,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Zygaenidae,Zygaena,,Zygaena filipendulae,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Nymphalidae,Coenonympha,,Coenonympha pamphilus,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",1,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Centaurea scabiosa
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Centaurea scabiosa
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Lotus corniculatus
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Lotus corniculatus
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus lapidarius,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Centaurea scabiosa
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",2,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Cirsium acaule
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Anthyllis vulneraria
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,#,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Centaurea scabiosa
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Nymphalidae,Maniola,,Maniola jurtina,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Anthyllis vulneraria
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,#,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Monday, 31 July 2017",3,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Centaurea scabiosa
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Centaurea scabiosa
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Leontodon hispidus
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Knautia arvensis
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Leontodon hispidus
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Cupido,,Cupido minimus,Lotus corniculatus
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",4,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Lotus corniculatus
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Honey bee,Apidae,Apis,,Apis mellifera,Cirsium acaule
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Honey bee,Apidae,Apis,,Apis mellifera,Pimpinella saxifraga
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Cirsium acaule
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Thymus polytrichus
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,#,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Butterfly,Nymphalidae,Coenonympha,,Coenonympha pamphilus,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",5,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus icarus,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Butterfly,Lycaenidae,Polyommatus,,Polyommatus coridon,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
Aschenburg,35479,35479,25911,19917,2017,2,"Tuesday, 1 August 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus terrestris,Prunella vulgaris
